,summonerName,participantId,gameId,gameCreation,gameDuration,item0,item1,item2,item3,item4,item5,item6,kills,deaths,assists,largestKillingSpree,largestMultiKill,killingSprees,longestTimeSpentLiving,doubleKills,tripleKills,quadraKills,pentaKills,totalDamageDealt,magicDamageDealt,physicalDamageDealt,trueDamageDealt,largestCriticalStrike,totalDamageDealtToChampions,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,totalHeal,totalUnitsHealed,damageSelfMitigated,damageDealtToObjectives,damageDealtToTurrets,visionScore,timeCCingOthers,totalDamageTaken,magicalDamageTaken,physicalDamageTaken,trueDamageTaken,goldEarned,goldSpent,turretKills,inhibitorKills,totalMinionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,totalTimeCrowdControlDealt,champLevel,visionWardsBoughtInGame,wardsPlaced,wardsKilled,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,firstInhibitorKill,firstInhibitorAssist,perk0,perk0Var1,perk0Var2,perk0Var3,perk1,perk1Var1,perk1Var2,perk1Var3,perk2,perk2Var1,perk2Var2,perk2Var3,perk3,perk3Var1,perk3Var2,perk3Var3,perk4,perk4Var1,perk4Var2,perk4Var3,perk5,perk5Var1,perk5Var2,perk5Var3,perkPrimaryStyle,perkSubStyle,statPerk0,statPerk1,statPerk2,teamId_team,win_team,firstBlood_team,firstTower_team,firstInhibitor_team,firstBaron_team,firstDragon_team,firstRiftHerald_team,towerKills_team,inhibitorKills_team,baronKills_team,dragonKills_team,riftHeraldKills_team,ban1,ban2,ban3,ban4,ban5,role,lane,creepsPerMinDeltas_0-10,xpPerMinDeltas_0-10,goldPerMinDeltas_0-10,csDiffPerMinDeltas_0-10,xpDiffPerMinDeltas_0-10,damageTakenPerMinDeltas_0-10,damageTakenDiffPerMinDeltas_0-10,creepsPerMinDeltas_10-20,xpPerMinDeltas_10-20,goldPerMinDeltas_10-20,csDiffPerMinDeltas_10-20,xpDiffPerMinDeltas_10-20,damageTakenPerMinDeltas_10-20,damageTakenDiffPerMinDeltas_10-20,creepsPerMinDeltas_20-30,xpPerMinDeltas_20-30,goldPerMinDeltas_20-30,csDiffPerMinDeltas_20-30,xpDiffPerMinDeltas_20-30,damageTakenPerMinDeltas_20-30,damageTakenDiffPerMinDeltas_20-30,creepsPerMinDeltas_30-end,xpPerMinDeltas_30-end,goldPerMinDeltas_30-end,csDiffPerMinDeltas_30-end,xpDiffPerMinDeltas_30-end,damageTakenPerMinDeltas_30-end,damageTakenDiffPerMinDeltas_30-end,championId,spell1Id,spell2Id
579,R0biny0H00d,10,3410543240,1588909477121,1990,3071,2033,2055,3053,3133,3047,3363,2,8,7,0,1,0,537,0,0,0,0,136684,95,136235,353,0,18679,64,18261,353,10397,1,24812,5742,3375,34,2,37096,18560,16840,1695,9872,9275,2,0,160,1,0,0,28,15,6,15,6,False,False,False,False,False,False,8010,784,0,0,8009,1510,500,0,9105,20,50,0,8299,1424,0,0,8135,2565,4,0,8139,1044,0,0,8000,8100,5008,5008,5002,200,Fail,True,False,False,False,False,False,4,0,0,2,0,"{'championId': 350, 'pickTurn': 6}","{'championId': 89, 'pickTurn': 7}","{'championId': 81, 'pickTurn': 8}","{'championId': 141, 'pickTurn': 9}","{'championId': 122, 'pickTurn': 10}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,WhatIsJannaDoing,1,3410606030,1588913439099,2448,3853,3157,3107,3174,3111,3105,3364,3,9,21,0,1,0,470,0,0,0,0,46538,37790,5949,2799,0,13597,10325,1104,2167,22742,9,26403,3528,1679,61,33,30316,14993,14561,762,10888,9600,1,1,26,2,2,0,251,17,0,34,5,False,False,False,False,False,False,8214,1203,3489,0,8226,250,671,0,8234,19713,0,0,8237,636,0,0,8304,12,0,0,8345,3,0,0,8200,8300,5008,5008,5001,100,Win,False,True,False,False,True,False,8,1,1,4,0,"{'championId': 105, 'pickTurn': 1}","{'championId': 82, 'pickTurn': 2}","{'championId': -1, 'pickTurn': 3}","{'championId': 350, 'pickTurn': 4}","{'championId': 38, 'pickTurn': 5}",SOLO,MIDDLE,6.9,419.79999999999995,257.3,-0.5,-42.80000000000004,448.5,304.2,8.0,668.4,565.5,1.1999999999999997,283.29999999999995,544.4,-53.60000000000002,,,,,,,,,,,,,,,131.0,14.0,4.0
227,jkanger47,2,3410606030,1588913439099,2448,3091,3153,1038,3031,3006,3085,3363,6,7,17,2,1,2,638,0,0,0,0,272427,13780,230812,27833,503,30471,3445,24672,2353,6250,4,14892,16513,10445,62,62,28746,12255,15239,1252,17067,15375,2,0,254,26,18,4,1152,18,3,16,1,False,False,False,False,False,False,8008,3,40,0,8009,3175,500,0,9104,20,50,0,8014,790,0,0,8304,11,1,5,8410,153,0,0,8000,8300,5005,5008,5002,100,Win,False,True,False,False,True,False,8,1,1,4,0,"{'championId': 105, 'pickTurn': 1}","{'championId': 82, 'pickTurn': 2}","{'championId': -1, 'pickTurn': 3}","{'championId': 350, 'pickTurn': 4}","{'championId': 38, 'pickTurn': 5}",DUO_SUPPORT,NONE,6.9,494.5,322.3,0.07999999999999985,34.680000000000035,322.0,-102.28000000000003,,,,,,,,,,,,,,,,,,,,,,131.0,12.0,4.0
327,Curthbur,3,3410606030,1588913439099,2448,3026,3153,3006,1028,1419,3124,3364,10,10,5,3,3,2,833,1,1,0,0,239834,7379,195517,36938,0,13362,356,10491,2514,14871,1,27626,38505,3063,23,2,42864,13062,27302,2499,15388,13775,3,0,52,153,107,12,113,18,4,9,3,False,False,False,False,False,False,8010,645,0,0,9111,759,300,0,9104,19,30,0,8014,487,0,0,8139,626,0,0,8105,12,4,0,8000,8100,5005,5008,5002,100,Win,False,True,False,False,True,False,8,1,1,4,0,"{'championId': 105, 'pickTurn': 1}","{'championId': 82, 'pickTurn': 2}","{'championId': -1, 'pickTurn': 3}","{'championId': 350, 'pickTurn': 4}","{'championId': 38, 'pickTurn': 5}",DUO_SUPPORT,BOTTOM,0.4,309.1,315.9,-0.4999999999999999,56.55,296.6,-122.65000000000003,0.4,322.79999999999995,313.3,-0.04999999999999982,115.24999999999994,409.7,-329.20000000000005,1.1,732.0,381.6,1.55,134.19999999999996,798.0999999999999,-309.30000000000007,,,,,,,,40.0,3.0,4.0
427,ExhaustMyHoles,4,3410606030,1588913439099,2448,3157,3143,3089,3115,3047,3285,3364,14,9,13,5,2,4,524,1,0,0,0,305714,271084,25179,9450,0,54518,47434,3688,3394,5014,1,55322,8238,3841,26,22,35382,12827,18124,4430,20081,19360,2,0,270,37,12,9,176,18,3,10,2,False,False,False,False,False,False,8112,3661,0,0,8143,1562,0,0,8138,30,0,0,8106,5,0,0,8226,250,1464,0,8210,40,0,0,8100,8200,5005,5008,5003,100,Win,False,True,False,False,True,False,8,1,1,4,0,"{'championId': 105, 'pickTurn': 1}","{'championId': 82, 'pickTurn': 2}","{'championId': -1, 'pickTurn': 3}","{'championId': 350, 'pickTurn': 4}","{'championId': 38, 'pickTurn': 5}",SOLO,TOP,6.199999999999999,386.70000000000005,244.8,0.2999999999999998,-70.80000000000001,465.7,189.6,9.0,730.5,642.9,2.5,195.10000000000002,1434.3,357.3999999999999,,,,,,,,,,,,,,,157.0,14.0,4.0
527,R0biny0H00d,5,3410606030,1588913439099,2448,3111,3812,3053,3071,3065,1031,3364,13,9,8,4,2,5,646,1,0,0,0,242455,307,229743,12404,0,42298,240,41253,804,19807,1,62768,8801,2532,21,6,66287,28187,32849,5250,15992,15150,0,0,202,8,0,8,74,18,2,7,6,False,False,False,True,False,False,8010,1912,0,0,8009,3162,500,0,9105,19,10,0,8299,3072,0,0,8135,5388,5,0,8139,1675,0,0,8000,8100,5008,5008,5002,100,Win,False,True,False,False,True,False,8,1,1,4,0,"{'championId': 105, 'pickTurn': 1}","{'championId': 82, 'pickTurn': 2}","{'championId': -1, 'pickTurn': 3}","{'championId': 350, 'pickTurn': 4}","{'championId': 38, 'pickTurn': 5}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,KlausHou,6,3410606030,1588913439099,2448,3165,3152,3102,1058,3020,1058,3364,4,13,10,2,1,1,471,0,0,0,0,187027,168443,11183,7399,0,40173,36489,1509,2174,29651,1,28598,5747,3271,30,8,45964,6840,37807,1316,13182,12510,1,0,201,8,0,0,134,18,0,13,4,False,False,False,False,False,False,8230,25,0,0,8275,15,0,0,8210,0,0,0,8236,80,0,0,8304,10,3,0,8347,0,0,0,8200,8300,5007,5008,5002,200,Fail,True,False,True,True,False,True,8,1,1,2,2,"{'championId': 58, 'pickTurn': 6}","{'championId': 245, 'pickTurn': 7}","{'championId': 517, 'pickTurn': 8}","{'championId': 38, 'pickTurn': 9}","{'championId': 53, 'pickTurn': 10}",NONE,JUNGLE,0.1,281.4,284.5,-1.1,-83.90000000000003,735.9,160.0,1.2000000000000002,430.5,332.8,-1.9,-143.00000000000003,1414.9,629.0999999999999,,,,,,,,,,,,,,,19.0,11.0,4.0
277,AdmiraIAnt,7,3410606030,1588913439099,2448,3853,3157,3107,3027,3117,3165,3364,8,7,18,3,1,2,873,0,0,0,0,88316,79754,6039,2522,0,23784,20315,1195,2272,10642,2,21203,3644,1069,95,76,32492,17723,14017,752,13839,12725,0,0,58,24,12,8,140,17,5,34,9,False,False,False,False,False,False,8229,2082,0,0,8226,250,1019,0,8210,0,0,0,8237,816,0,0,8313,0,0,0,8345,3,0,0,8200,8300,5008,5008,5002,200,Fail,True,False,True,True,False,True,8,1,1,2,2,"{'championId': 58, 'pickTurn': 6}","{'championId': 245, 'pickTurn': 7}","{'championId': 517, 'pickTurn': 8}","{'championId': 38, 'pickTurn': 9}","{'championId': 53, 'pickTurn': 10}",NONE,JUNGLE,0.2,385.5,272.6,0.2,131.89999999999998,509.2,-184.9,0.6000000000000001,439.8,392.0,-0.30000000000000004,-65.19999999999999,916.6,-249.10000000000002,,,,,,,,,,,,,,,254.0,11.0,4.0
377,Oseoros,8,3410606030,1588913439099,2448,1412,1053,3111,3812,3026,3156,3340,11,7,13,4,1,3,1002,0,0,0,0,254920,11697,220901,22322,0,34202,1382,30113,2706,19215,1,62465,30615,1190,28,34,41236,13571,20706,6959,16632,14425,1,0,76,151,87,28,860,18,0,13,2,True,False,False,False,False,False,8230,22,0,0,8275,31,0,0,8210,0,0,0,8232,9,0,0,8143,702,0,0,8135,4496,5,0,8200,8100,5005,5008,5002,200,Fail,True,False,True,True,False,True,8,1,1,2,2,"{'championId': 58, 'pickTurn': 6}","{'championId': 245, 'pickTurn': 7}","{'championId': 517, 'pickTurn': 8}","{'championId': 38, 'pickTurn': 9}","{'championId': 53, 'pickTurn': 10}",SOLO,MIDDLE,7.4,462.6,333.9,0.5,42.80000000000004,144.3,-304.2,6.800000000000001,385.1,291.79999999999995,-1.1999999999999997,-283.29999999999995,598.0,53.60000000000002,,,,,,,,,,,,,,,45.0,12.0,4.0
477,xxTEAMWORKxxOP,9,3410606030,1588913439099,2448,3078,3111,3508,3031,3046,3033,3340,11,11,13,5,3,2,620,2,1,0,0,312560,17520,278675,16363,1152,33584,7046,20539,5997,6239,1,22093,18855,5805,29,19,33291,13035,18392,1862,19337,18643,2,0,218,16,14,0,343,18,2,11,3,False,False,False,False,False,False,9923,40,60,0,8126,1190,0,0,8138,18,0,0,8106,5,0,0,8014,472,0,0,9111,1294,480,0,8100,8000,5008,5008,5003,200,Fail,True,False,True,True,False,True,8,1,1,2,2,"{'championId': 58, 'pickTurn': 6}","{'championId': 245, 'pickTurn': 7}","{'championId': 517, 'pickTurn': 8}","{'championId': 38, 'pickTurn': 9}","{'championId': 53, 'pickTurn': 10}",DUO_SUPPORT,NONE,1.3,382.9,368.4,-0.07999999999999985,-34.680000000000035,732.4000000000001,102.28000000000003,,,,,,,,,,,,,,,,,,,,,,76.0,11.0,4.0
577,PoonSu ,10,3410606030,1588913439099,2448,3802,3042,3157,3006,3115,3124,3363,10,8,14,2,2,3,744,1,0,0,0,169037,34409,133738,890,0,32498,12457,19150,890,9871,4,24681,20714,7411,21,0,33137,14328,17928,880,16566,14375,4,1,200,4,0,0,3,18,1,7,5,False,False,False,False,True,False,9923,79,79,0,8139,1534,0,0,8138,18,0,0,8135,4718,5,0,8009,7252,500,0,9103,27,50,0,8100,8000,5005,5008,5002,200,Fail,True,False,True,True,False,True,8,1,1,2,2,"{'championId': 58, 'pickTurn': 6}","{'championId': 245, 'pickTurn': 7}","{'championId': 517, 'pickTurn': 8}","{'championId': 38, 'pickTurn': 9}","{'championId': 53, 'pickTurn': 10}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,LutherxS,1,3410649936,1588911798385,1215,1038,1029,3053,3071,1400,3047,3340,21,1,6,21,3,1,1041,5,1,0,0,134515,3128,118807,12579,0,20107,0,15033,5074,6327,1,14233,21108,7898,11,14,17541,3225,13710,605,14728,11480,4,1,56,80,56,0,338,13,1,5,1,False,False,False,False,True,False,8010,896,0,0,9111,1231,540,0,9104,8,20,0,8299,251,0,0,8304,7,3,0,8410,93,0,0,8000,8300,5005,5008,5002,100,Win,False,False,True,False,True,False,6,1,0,2,0,"{'championId': 60, 'pickTurn': 1}","{'championId': 58, 'pickTurn': 2}","{'championId': 25, 'pickTurn': 3}","{'championId': 875, 'pickTurn': 4}","{'championId': 45, 'pickTurn': 5}",DUO_CARRY,BOTTOM,6.5,291.3,266.6,-0.050000000000000044,-7.1000000000000085,210.9,-105.35,6.1,383.0,322.70000000000005,-0.30000000000000016,16.200000000000017,283.8,-372.6,,,,,,,,,,,,,,,222.0,7.0,4.0
228,SidneySidonaMl,2,3410649936,1588911798385,1215,1082,3152,3057,1029,3020,3113,3340,7,3,9,6,1,1,424,0,0,0,0,85314,70406,12861,2046,0,17590,14412,2937,240,4497,1,12687,3785,3785,11,13,19650,4298,14438,913,8941,6725,1,0,117,1,0,0,195,13,1,5,1,False,False,False,False,False,False,8112,1125,0,0,8143,582,0,0,8138,30,0,0,8135,2361,5,0,8233,10,20,0,8236,24,0,0,8100,8200,5008,5008,5003,100,Win,False,False,True,False,True,False,6,1,0,2,0,"{'championId': 60, 'pickTurn': 1}","{'championId': 58, 'pickTurn': 2}","{'championId': 25, 'pickTurn': 3}","{'championId': 875, 'pickTurn': 4}","{'championId': 45, 'pickTurn': 5}",DUO,NONE,7.1,331.7,462.3,0.07999999999999985,34.680000000000035,404.0,-102.28000000000003,,,,,,,,,,,,,,,,,,,,,,81.0,4.0,7.0
328,King Puk,3,3410649936,1588911798385,1215,0,1056,3174,3158,3114,3801,3340,1,0,8,0,1,0,0,0,0,0,0,57133,46940,10193,0,0,8550,7030,1519,0,15723,5,4731,807,807,7,27,7046,905,5982,158,6171,5100,0,0,109,0,0,0,291,13,0,3,2,False,False,False,False,False,True,8214,804,789,0,8226,250,337,0,8210,0,0,0,8237,425,0,0,8473,267,0,0,8453,1286,197,0,8200,8400,5008,5008,5001,100,Win,False,False,True,False,True,False,6,1,0,2,0,"{'championId': 60, 'pickTurn': 1}","{'championId': 58, 'pickTurn': 2}","{'championId': 25, 'pickTurn': 3}","{'championId': 875, 'pickTurn': 4}","{'championId': 45, 'pickTurn': 5}",NONE,JUNGLE,0.5,298.1,277.3,-0.29999999999999993,-20.700000000000017,648.5,89.80000000000001,1.6,406.1,334.0,0.30000000000000004,60.400000000000006,688.9,-142.00000000000006,1.4,694.8,472.4,-0.8999999999999999,185.19999999999996,1433.6999999999998,296.9999999999999,,,,,,,,141.0,11.0,4.0
428,Meccry,4,3410649936,1588911798385,1215,1055,3153,3006,3086,0,0,3340,1,6,13,0,1,0,271,0,0,0,0,52601,1302,47225,4072,185,7463,731,6179,552,1894,3,4612,2488,2416,8,32,12201,3481,8257,462,7461,6400,1,0,105,0,0,0,462,11,0,5,0,False,False,False,False,False,False,8008,1,40,0,9111,293,280,0,9104,13,40,0,8014,70,0,0,8126,472,0,0,8135,343,5,0,8000,8100,5005,5008,5001,100,Win,False,False,True,False,True,False,6,1,0,2,0,"{'championId': 60, 'pickTurn': 1}","{'championId': 58, 'pickTurn': 2}","{'championId': 25, 'pickTurn': 3}","{'championId': 875, 'pickTurn': 4}","{'championId': 45, 'pickTurn': 5}",SOLO,MIDDLE,6.2,393.0,281.9,0.40000000000000036,-4.799999999999983,291.7,-140.60000000000002,2.8,478.0,357.5,-4.5,-27.099999999999966,591.9,-453.80000000000007,,,,,,,,,,,,,,,117.0,4.0,14.0
528,SalamiMami,5,3410649936,1588911798385,1215,3855,2055,0,3109,3024,3158,3364,2,7,10,0,1,0,256,0,0,0,0,17253,9019,5758,2475,0,4377,3387,720,270,828,1,14194,1548,796,22,27,14167,2384,11466,316,5602,4775,0,0,28,0,0,0,86,10,3,10,2,False,False,False,False,False,True,8439,308,0,0,8401,38,0,0,8473,378,0,0,8451,122,0,0,8347,0,0,0,8345,3,0,0,8400,8300,5007,5008,5002,100,Win,False,False,True,False,True,False,6,1,0,2,0,"{'championId': 60, 'pickTurn': 1}","{'championId': 58, 'pickTurn': 2}","{'championId': 25, 'pickTurn': 3}","{'championId': 875, 'pickTurn': 4}","{'championId': 45, 'pickTurn': 5}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,EDonnaGut,6,3410649936,1588911798385,1215,2031,3047,3050,2055,0,3855,3364,0,6,8,0,0,0,326,0,0,0,0,16458,6803,4166,5488,0,5296,3113,1766,416,0,0,12193,0,0,32,23,11079,3294,6389,1395,5064,4450,0,0,25,0,0,0,84,9,6,16,4,False,False,False,False,False,False,8439,460,0,0,8446,0,0,0,8473,182,0,0,8242,6,0,0,8306,1,0,0,8345,3,0,0,8400,8300,5007,5002,5002,200,Fail,True,True,False,False,False,True,2,0,0,0,2,"{'championId': 82, 'pickTurn': 6}","{'championId': 9, 'pickTurn': 7}","{'championId': 105, 'pickTurn': 8}","{'championId': 35, 'pickTurn': 9}","{'championId': 143, 'pickTurn': 10}",SOLO,TOP,5.9,457.5,411.29999999999995,-0.2999999999999998,70.80000000000001,276.1,-189.6,6.5,535.4,469.9,-2.5,-195.10000000000002,1076.9,-357.3999999999999,,,,,,,,,,,,,,,41.0,12.0,4.0
278,FPX Mayumi,7,3410649936,1588911798385,1215,3157,1001,2031,1052,1402,0,3340,1,7,6,0,1,0,356,0,0,0,0,90967,64907,13847,12212,0,11371,10464,116,790,8312,1,11827,16371,572,10,14,22374,5719,15290,1364,6650,6285,0,0,18,68,56,4,295,10,0,5,0,False,False,False,True,False,False,8010,159,0,0,9111,132,140,0,9104,13,40,0,8014,94,0,0,8143,350,0,0,8138,14,0,0,8000,8100,5005,5008,5002,200,Fail,True,True,False,False,False,True,2,0,0,0,2,"{'championId': 82, 'pickTurn': 6}","{'championId': 9, 'pickTurn': 7}","{'championId': 105, 'pickTurn': 8}","{'championId': 35, 'pickTurn': 9}","{'championId': 143, 'pickTurn': 10}",SOLO,TOP,4.8,407.6,251.8,-2.0,-70.5,424.1,-228.60000000000002,6.4,517.6,494.0,-1.5,-179.2,944.4,-573.8,,,,,,,,,,,,,,,420.0,4.0,12.0
378,Auir66,8,3410649936,1588911798385,1215,1018,2015,3031,3006,3072,1055,3363,12,9,0,3,2,5,272,2,0,0,0,70309,307,67374,2628,881,14552,147,14382,23,1032,2,7794,4590,1862,7,9,15239,3195,10537,1506,10601,10000,1,0,115,0,0,0,61,10,0,4,1,True,False,True,False,False,False,8005,480,331,149,9111,392,240,0,9104,11,10,0,8014,341,0,0,8233,12,10,0,8236,14,0,0,8000,8200,5008,5008,5002,200,Fail,True,True,False,False,False,True,2,0,0,0,2,"{'championId': 82, 'pickTurn': 6}","{'championId': 9, 'pickTurn': 7}","{'championId': 105, 'pickTurn': 8}","{'championId': 35, 'pickTurn': 9}","{'championId': 143, 'pickTurn': 10}",SOLO,TOP,6.5,452.1,236.7,-0.5000000000000004,-2.700000000000017,387.6,37.400000000000034,8.5,519.2,392.3,3.0,19.80000000000001,843.9000000000001,-21.19999999999996,,,,,,,,,,,,,,,102.0,12.0,4.0
478,ExhaustMyHoles,9,3410649936,1588911798385,1215,3133,1055,3181,3006,0,0,3364,4,8,1,0,1,0,480,0,0,0,0,65218,0,61594,3623,0,12528,0,11317,1210,280,1,5529,0,0,14,21,15829,6906,7663,1259,6861,5950,0,0,117,12,0,4,98,11,2,4,1,False,False,False,False,False,False,8112,1043,0,0,8126,438,0,0,8138,6,0,0,8106,3,0,0,9111,281,100,0,8299,272,0,0,8100,8000,5005,5008,5002,200,Fail,True,True,False,False,False,True,2,0,0,0,2,"{'championId': 82, 'pickTurn': 6}","{'championId': 9, 'pickTurn': 7}","{'championId': 105, 'pickTurn': 8}","{'championId': 35, 'pickTurn': 9}","{'championId': 143, 'pickTurn': 10}",DUO_SUPPORT,NONE,0.2,239.39999999999998,154.3,-0.07999999999999985,-34.680000000000035,331.70000000000005,102.28000000000003,,,,,,,,,,,,,,,,,,,,,,63.0,14.0,4.0
578,R0biny0H00d,10,3410649936,1588911798385,1215,3071,2033,2055,3047,1033,1028,3364,0,2,0,0,0,0,1001,0,0,0,0,96733,86,91856,4791,0,6841,64,6761,16,2025,1,8533,8299,2379,8,1,14536,6743,7182,610,5680,5600,1,0,115,8,0,4,11,12,2,5,0,False,False,False,False,False,False,8010,312,0,0,8009,0,0,0,9105,0,0,0,8299,616,0,0,8135,382,0,0,8139,391,0,0,8000,8100,5008,5008,5002,200,Fail,True,True,False,False,False,True,2,0,0,0,2,"{'championId': 82, 'pickTurn': 6}","{'championId': 9, 'pickTurn': 7}","{'championId': 105, 'pickTurn': 8}","{'championId': 35, 'pickTurn': 9}","{'championId': 143, 'pickTurn': 10}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,GZcorazones,1,3410785199,1588921045190,1774,3853,3190,3905,0,3117,0,3364,1,1,21,0,1,0,1399,0,0,0,0,15133,11984,3108,40,0,3334,2626,667,40,1190,1,6401,5378,3524,48,17,7832,3855,3595,381,8642,6300,1,0,16,0,0,0,155,14,2,14,7,False,False,True,False,False,True,8214,338,1387,0,8226,250,519,0,8210,0,0,0,8237,254,0,0,8345,3,0,0,8347,0,0,0,8200,8300,5008,5008,5002,100,Win,True,True,True,True,True,False,10,2,1,4,0,"{'championId': 56, 'pickTurn': 1}","{'championId': 105, 'pickTurn': 2}","{'championId': 420, 'pickTurn': 3}","{'championId': 18, 'pickTurn': 4}","{'championId': 53, 'pickTurn': 5}",DUO_SUPPORT,BOTTOM,0.4,253.6,204.0,-0.050000000000000044,-7.1000000000000085,173.0,-105.35,0.6000000000000001,385.4,295.3,-0.30000000000000016,16.200000000000017,353.8,-372.6,,,,,,,,,,,,,,,117.0,4.0,3.0
225,BiggxPanda,2,3410785199,1588921045190,1774,3194,3071,3800,3111,3082,3024,3340,9,2,13,5,2,2,940,1,0,0,0,128184,423,117461,10300,0,16479,0,14793,1685,8266,1,41572,5638,2671,12,27,28734,10461,14321,3951,13183,12075,1,1,175,4,4,0,273,16,1,6,1,False,False,False,False,False,False,8010,484,0,0,9111,2210,440,0,9105,15,10,0,8299,537,0,0,8473,494,0,0,8451,223,0,0,8000,8400,5008,5008,5003,100,Win,True,True,True,True,True,False,10,2,1,4,0,"{'championId': 56, 'pickTurn': 1}","{'championId': 105, 'pickTurn': 2}","{'championId': 420, 'pickTurn': 3}","{'championId': 18, 'pickTurn': 4}","{'championId': 53, 'pickTurn': 5}",DUO_SUPPORT,NONE,5.1,399.7,253.10000000000002,0.07999999999999985,34.680000000000035,424.6,-102.28000000000003,,,,,,,,,,,,,,,,,,,,,,101.0,4.0,21.0
325,ExhaustMyHoles,3,3410785199,1588921045190,1774,3157,1056,3047,3115,3027,3089,3364,9,3,8,5,2,2,839,2,0,0,0,195523,164064,28361,3097,0,22378,17310,3067,2001,2146,1,21026,12490,4910,14,10,17637,8358,7120,2157,14667,13800,3,0,208,32,8,20,114,17,0,5,2,False,False,False,False,False,False,8112,1672,0,0,8143,535,0,0,8138,30,0,0,8106,5,0,0,8226,250,477,0,8210,0,0,0,8100,8200,5005,5008,5003,100,Win,True,True,True,True,True,False,10,2,1,4,0,"{'championId': 56, 'pickTurn': 1}","{'championId': 105, 'pickTurn': 2}","{'championId': 420, 'pickTurn': 3}","{'championId': 18, 'pickTurn': 4}","{'championId': 53, 'pickTurn': 5}",SOLO,TOP,4.8,314.0,228.8,-1.0999999999999999,-131.89999999999998,500.3,265.8,7.8999999999999995,464.7,343.9,-0.20000000000000018,-157.5,639.3,191.59999999999997,8.8,669.0,510.70000000000005,5.8999999999999995,261.79999999999995,1007.8,-253.0,,,,,,,,131.0,14.0,4.0
425,McTrappin,4,3410785199,1588921045190,1774,3072,3031,3006,3085,0,0,3340,4,5,11,3,2,1,617,1,0,0,0,130357,1050,114883,14423,2331,14802,270,14156,375,1115,2,6657,21790,7182,18,10,12440,7918,4280,241,10713,10800,3,0,177,4,4,0,68,14,0,8,5,False,False,False,True,False,True,8008,1,50,0,9101,1222,1818,0,9103,27,0,0,8014,329,0,0,8304,10,3,0,8345,3,0,0,8000,8300,5005,5008,5002,100,Win,True,True,True,True,True,False,10,2,1,4,0,"{'championId': 56, 'pickTurn': 1}","{'championId': 105, 'pickTurn': 2}","{'championId': 420, 'pickTurn': 3}","{'championId': 18, 'pickTurn': 4}","{'championId': 53, 'pickTurn': 5}",DUO_CARRY,BOTTOM,7.3999999999999995,312.3,288.0,0.3999999999999999,21.800000000000026,132.0,45.400000000000006,6.0,551.2,511.2,0.10000000000000009,-19.75,568.4,-146.20000000000005,,,,,,,,,,,,,,,21.0,7.0,4.0
525,POSElDON,5,3410785199,1588921045190,1774,3147,1400,2031,3077,3179,3006,3364,14,3,13,6,2,3,951,2,0,0,0,122953,25601,85836,11515,0,24338,6604,15264,2469,6898,1,10848,22045,4738,33,25,21858,6148,13240,2470,13192,10575,1,1,27,96,51,12,601,15,1,3,7,True,False,False,False,True,False,9923,65,80,0,8143,875,0,0,8138,18,0,0,8105,15,5,0,8233,18,20,0,8236,14,0,0,8100,8200,5005,5008,5002,100,Win,True,True,True,True,True,False,10,2,1,4,0,"{'championId': 56, 'pickTurn': 1}","{'championId': 105, 'pickTurn': 2}","{'championId': 420, 'pickTurn': 3}","{'championId': 18, 'pickTurn': 4}","{'championId': 53, 'pickTurn': 5}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,BigPanda AN,6,3410785199,1588921045190,1774,1055,3006,3153,3046,3124,0,3363,4,7,5,2,1,1,519,0,0,0,0,133788,3325,94668,35794,328,14997,495,9871,4630,5034,3,9438,2294,886,11,8,20018,5310,13965,742,11156,10870,0,0,178,18,11,0,19,13,2,8,1,False,False,False,False,False,False,8005,1281,724,557,9111,240,180,0,9104,15,40,0,8014,182,0,0,8139,619,0,0,8135,2072,5,0,8000,8100,5005,5008,5002,200,Fail,False,False,False,False,False,True,5,0,0,0,2,"{'championId': 114, 'pickTurn': 6}","{'championId': 89, 'pickTurn': 7}","{'championId': 245, 'pickTurn': 8}","{'championId': 350, 'pickTurn': 9}","{'championId': 517, 'pickTurn': 10}",DUO_CARRY,BOTTOM,8.0,269.0,253.0,-0.3999999999999999,-21.800000000000026,188.1,-45.400000000000006,6.1,473.8,568.9,-0.10000000000000009,19.75,1305.8000000000002,146.20000000000005,,,,,,,,,,,,,,,13.0,21.0,4.0
