,participantId,gameId,role,lane,creepsPerMinDeltas_0-10,xpPerMinDeltas_0-10,goldPerMinDeltas_0-10,csDiffPerMinDeltas_0-10,xpDiffPerMinDeltas_0-10,damageTakenPerMinDeltas_0-10,damageTakenDiffPerMinDeltas_0-10,creepsPerMinDeltas_10-20,xpPerMinDeltas_10-20,goldPerMinDeltas_10-20,csDiffPerMinDeltas_10-20,xpDiffPerMinDeltas_10-20,damageTakenPerMinDeltas_10-20,damageTakenDiffPerMinDeltas_10-20,creepsPerMinDeltas_20-30,xpPerMinDeltas_20-30,goldPerMinDeltas_20-30,csDiffPerMinDeltas_20-30,xpDiffPerMinDeltas_20-30,damageTakenPerMinDeltas_20-30,damageTakenDiffPerMinDeltas_20-30,creepsPerMinDeltas_30-end,xpPerMinDeltas_30-end,goldPerMinDeltas_30-end,csDiffPerMinDeltas_30-end,xpDiffPerMinDeltas_30-end,damageTakenPerMinDeltas_30-end,damageTakenDiffPerMinDeltas_30-end
350,6,3411839008,SOLO,TOP,6.5,453.6,264.79999999999995,,,476.0,,5.5,452.09999999999997,472.29999999999995,,,1068.2,,,,,,,,,,,,,,,
351,7,3411839008,DUO_SUPPORT,BOTTOM,0.1,244.0,158.0,0.3500000000000001,-2.0000000000000284,40.1,-46.64999999999999,0.7,315.5,307.6,0.2999999999999996,-87.0,227.7,-128.99999999999997,,,,,,,,,,,,,,
352,8,3411839008,NONE,JUNGLE,1.6,300.6,229.39999999999998,1.6,-68.70000000000002,681.2,3.099999999999966,1.7999999999999998,426.9,355.2,1.2999999999999998,-62.50000000000003,1621.2,838.2,,,,,,,,,,,,,,
353,9,3411839008,SOLO,MIDDLE,6.4,413.2,224.5,,,360.2,,4.9,540.4,410.7,,,755.1,,,,,,,,,,,,,,,
354,10,3411839008,DUO_CARRY,BOTTOM,6.6,244.2,272.0,0.3500000000000001,-2.0000000000000284,311.7,-46.64999999999999,6.699999999999999,321.0,381.1,0.2999999999999996,-87.0,943.9,-128.99999999999997,,,,,,,,,,,,,,
105,1,3411841904,DUO_CARRY,BOTTOM,5.4,264.8,231.4,-0.4999999999999998,15.900000000000034,309.6,9.999999999999972,9.1,547.9000000000001,522.2,3.0000000000000004,174.10000000000002,399.3,-94.80000000000001,6.4,561.7,392.79999999999995,1.0,-106.70000000000005,879.7,126.44999999999999,,,,,,,
106,2,3411841904,SOLO,TOP,3.6,353.6,190.3,-4.2,-133.6,422.29999999999995,-32.400000000000006,3.5999999999999996,387.5,278.2,-4.0,-147.70000000000002,1069.5,-304.70000000000005,2.4,427.4,564.7,-3.5,-136.70000000000002,1343.9,-604.9999999999999,,,,,,,
107,3,3411841904,SOLO,MIDDLE,7.5,441.0,326.3,0.2999999999999998,-39.099999999999994,292.7,-34.300000000000026,7.6,476.6,299.3,-1.2000000000000002,-110.19999999999996,443.2,33.0,5.7,542.8,407.1,-2.5,-211.5,1043.5,70.59999999999997,,,,,,,
108,4,3411841904,NONE,JUNGLE,0.7999999999999999,308.8,286.7,0.7999999999999999,6.300000000000011,851.5,119.80000000000004,2.2,532.7,444.2,0.20000000000000007,113.9,929.9,127.39999999999998,2.8,438.09999999999997,344.9,1.7999999999999998,-85.20000000000005,1099.6999999999998,-85.10000000000002,,,,,,,
109,5,3411841904,DUO_SUPPORT,BOTTOM,0.7,300.9,193.6,-0.4999999999999998,15.900000000000034,190.0,9.999999999999972,0.6,322.8,311.70000000000005,3.0000000000000004,174.10000000000002,372.4,-94.80000000000001,1.4,337.29999999999995,285.7,1.0,-106.70000000000005,898.9,126.44999999999999,,,,,,,
355,6,3411841904,DUO_SUPPORT,BOTTOM,0.3,259.6,174.0,0.4999999999999998,-15.900000000000034,261.1,-9.999999999999972,0.4,288.6,239.0,-3.0000000000000004,-174.10000000000002,404.5,94.80000000000001,0.7,553.6,266.5,-1.0,106.70000000000005,625.8,-126.44999999999999,,,,,,,
356,7,3411841904,SOLO,MIDDLE,7.2,480.1,291.3,-0.2999999999999998,39.099999999999994,327.0,34.300000000000026,8.8,586.8,570.4,1.2000000000000002,110.19999999999996,410.2,-33.0,8.2,754.3,759.4,2.5,211.5,972.9000000000001,-70.59999999999997,,,,,,,
357,8,3411841904,DUO_CARRY,BOTTOM,6.800000000000001,274.29999999999995,242.0,0.4999999999999998,-15.900000000000034,218.5,-9.999999999999972,3.3,233.9,256.6,-3.0000000000000004,-174.10000000000002,556.8,94.80000000000001,5.1,558.8,331.6,-1.0,106.70000000000005,899.9,-126.44999999999999,,,,,,,
358,9,3411841904,NONE,JUNGLE,0.0,302.5,245.2,-0.7999999999999999,-6.300000000000011,731.7,-119.80000000000004,2.0,418.8,364.7,-0.20000000000000007,-113.9,802.5,-127.39999999999998,1.0,523.3,312.8,-1.7999999999999998,85.20000000000005,1184.8,85.10000000000002,,,,,,,
359,10,3411841904,SOLO,TOP,7.800000000000001,487.2,292.7,4.2,133.6,454.7,32.400000000000006,7.6,535.2,378.2,4.0,147.70000000000002,1374.2,304.70000000000005,5.9,564.1,507.5,3.5,136.70000000000002,1948.9,604.9999999999999,,,,,,,
95,1,3411885503,DUO_SUPPORT,BOTTOM,1.3,303.20000000000005,227.6,0.9000000000000004,77.55000000000001,285.0,-12.150000000000006,2.3,323.6,300.6,1.5499999999999998,89.1,627.0,-120.70000000000002,,,,,,,,,,,,,,
96,2,3411885503,DUO_CARRY,BOTTOM,7.3,320.70000000000005,382.20000000000005,0.9000000000000004,77.55000000000001,228.5,-12.150000000000006,7.0,562.5,427.3,1.5499999999999998,89.1,503.8,-120.70000000000002,,,,,,,,,,,,,,
97,3,3411885503,NONE,JUNGLE,1.1,376.5,321.4,1.0,132.3,310.0,-338.7,2.0,477.5,406.1,1.1,-25.30000000000001,424.4,-601.8,,,,,,,,,,,,,,
98,4,3411885503,SOLO,TOP,9.100000000000001,497.5,282.8,1.3000000000000007,21.799999999999983,250.6,-159.0,6.7,526.6,362.8,-1.2999999999999998,36.60000000000002,727.3,-152.0,,,,,,,,,,,,,,
99,5,3411885503,SOLO,MIDDLE,6.7,436.7,251.0,-0.19999999999999973,-31.400000000000006,310.1,16.39999999999999,6.0,520.5,425.9,0.3999999999999999,50.99999999999997,651.7,-147.2,,,,,,,,,,,,,,
345,6,3411885503,DUO_SUPPORT,BOTTOM,0.3,180.2,140.2,-0.9000000000000004,-77.55000000000001,222.2,12.150000000000006,0.6000000000000001,361.8,196.60000000000002,-1.5499999999999998,-89.1,774.1,120.70000000000002,,,,,,,,,,,,,,
346,7,3411885503,SOLO,TOP,7.8,475.7,262.5,-1.3000000000000007,-21.799999999999983,409.6,159.0,8.0,490.0,424.79999999999995,1.2999999999999998,-36.60000000000002,879.3,152.0,,,,,,,,,,,,,,
347,8,3411885503,NONE,JUNGLE,0.1,244.2,219.6,-1.0,-132.3,648.7,338.7,0.8999999999999999,502.8,343.9,-1.1,25.30000000000001,1026.2,601.8,,,,,,,,,,,,,,
348,9,3411885503,SOLO,MIDDLE,6.9,468.1,237.0,0.19999999999999973,31.400000000000006,293.70000000000005,-16.39999999999999,5.6,469.5,477.79999999999995,-0.3999999999999999,-50.99999999999997,798.9,147.2,,,,,,,,,,,,,,
349,10,3411885503,DUO_CARRY,BOTTOM,6.5,288.6,223.8,-0.9000000000000004,-77.55000000000001,315.6,12.150000000000006,5.6,346.1,272.2,-1.5499999999999998,-89.1,598.1,120.70000000000002,,,,,,,,,,,,,,
90,1,3411981796,SOLO,TOP,7.8,516.2,284.4,2.1,57.70000000000002,175.5,-237.60000000000002,5.800000000000001,478.4,415.6,-1.4,-81.4,719.3,107.69999999999999,,,,,,,,,,,,,,
91,2,3411981796,DUO_CARRY,BOTTOM,8.2,339.0,273.5,0.05000000000000049,-7.550000000000011,127.8,-104.9,5.3,341.79999999999995,324.4,-1.25,-118.05000000000001,462.4,-148.59999999999997,,,,,,,,,,,,,,
92,3,3411981796,SOLO,MIDDLE,5.0,392.2,226.10000000000002,-0.7000000000000002,10.199999999999989,380.2,-40.40000000000005,6.800000000000001,540.0,361.0,1.4000000000000004,168.79999999999995,593.1,-16.5,,,,,,,,,,,,,,
93,4,3411981796,NONE,JUNGLE,0.3,281.5,275.4,0.19999999999999998,-10.799999999999983,707.1,-98.80000000000001,1.1,453.5,430.1,0.09999999999999998,145.3,945.8,-168.09999999999997,,,,,,,,,,,,,,
94,5,3411981796,DUO_SUPPORT,BOTTOM,1.4,255.8,166.60000000000002,0.05000000000000049,-7.550000000000011,229.0,-104.9,1.2,247.89999999999998,212.60000000000002,-1.25,-118.05000000000001,483.4,-148.59999999999997,,,,,,,,,,,,,,
340,6,3411981796,DUO_SUPPORT,BOTTOM,1.2000000000000002,260.6,177.3,-0.05000000000000049,7.550000000000011,275.7,104.9,1.0,353.2,503.09999999999997,1.25,118.05000000000001,628.5,148.59999999999997,,,,,,,,,,,,,,
341,7,3411981796,SOLO,TOP,5.699999999999999,458.5,216.70000000000002,-2.1,-57.70000000000002,413.1,237.60000000000002,7.2,559.8,372.20000000000005,1.4,81.4,611.6,-107.69999999999999,,,,,,,,,,,,,,
342,8,3411981796,DUO_CARRY,BOTTOM,8.3,349.3,293.9,-0.05000000000000049,7.550000000000011,290.9,104.9,8.0,472.6,430.0,1.25,118.05000000000001,614.5,148.59999999999997,,,,,,,,,,,,,,
343,9,3411981796,NONE,JUNGLE,0.1,292.29999999999995,261.1,-0.19999999999999998,10.799999999999983,805.9000000000001,98.80000000000001,1.0,308.2,347.4,-0.09999999999999998,-145.3,1113.9,168.09999999999997,,,,,,,,,,,,,,
344,10,3411981796,SOLO,MIDDLE,5.7,382.0,242.39999999999998,0.7000000000000002,-10.199999999999989,420.6,40.40000000000005,5.4,371.20000000000005,347.4,-1.4000000000000004,-168.79999999999995,609.6,16.5,,,,,,,,,,,,,,
85,1,3411998856,NONE,JUNGLE,0.1,321.70000000000005,248.6,-0.1,25.100000000000023,584.5999999999999,-212.10000000000002,1.6,586.7,477.8,0.30000000000000004,93.6,1024.2,-167.59999999999997,,,,,,,,,,,,,,
86,2,3411998856,DUO_SUPPORT,BOTTOM,1.1,269.0,200.60000000000002,0.8499999999999996,34.89999999999998,251.39999999999998,-132.90000000000003,1.0,474.29999999999995,412.4,1.55,190.04999999999998,438.4,-156.30000000000007,,,,,,,,,,,,,,
87,3,3411998856,SOLO,MIDDLE,5.9,413.4,300.9,-1.6,-86.80000000000001,296.5,-43.5,5.4,482.0,456.1,-1.9,-58.5,871.2,-96.09999999999997,,,,,,,,,,,,,,
88,4,3411998856,SOLO,TOP,6.8999999999999995,468.4,289.1,-1.1000000000000005,15.399999999999977,282.4,-95.00000000000001,7.0,686.0,633.2,-1.2999999999999998,61.60000000000002,622.8,-656.8000000000001,,,,,,,,,,,,,,
89,5,3411998856,DUO_CARRY,BOTTOM,7.6,368.6,355.29999999999995,0.8499999999999996,34.89999999999998,249.5,-132.90000000000003,5.1,483.2,701.7,1.55,190.04999999999998,792.7,-156.30000000000007,,,,,,,,,,,,,,
335,6,3411998856,SOLO,TOP,8.0,453.0,308.4,1.1000000000000005,-15.399999999999977,377.4,95.00000000000001,8.3,624.4,572.8,1.2999999999999998,-61.60000000000002,1279.6,656.8000000000001,,,,,,,,,,,,,,
336,7,3411998856,DUO_CARRY,BOTTOM,6.800000000000001,292.9,267.8,-0.8499999999999996,-34.89999999999998,406.1,132.90000000000003,2.8,314.0,267.3,-1.55,-190.04999999999998,947.6,156.30000000000007,,,,,,,,,,,,,,
337,8,3411998856,NONE,JUNGLE,0.2,296.6,237.9,0.1,-25.100000000000023,796.7,212.10000000000002,1.3,493.1,340.9,-0.30000000000000004,-93.6,1191.8,167.59999999999997,,,,,,,,,,,,,,
338,9,3411998856,SOLO,MIDDLE,7.5,500.20000000000005,312.3,1.6,86.80000000000001,340.0,43.5,7.3,540.5,534.7,1.9,58.5,967.3,96.09999999999997,,,,,,,,,,,,,,
339,10,3411998856,DUO_SUPPORT,BOTTOM,0.2,274.9,176.9,-0.8499999999999996,-34.89999999999998,360.6,132.90000000000003,0.2,263.4,250.0,-1.55,-190.04999999999998,596.0999999999999,156.30000000000007,,,,,,,,,,,,,,
80,1,3412055288,NONE,JUNGLE,0.1,253.7,233.5,-1.5,-206.60000000000002,614.5999999999999,-76.30000000000001,1.3,328.0,245.2,-0.8999999999999999,-363.79999999999995,996.1,-138.09999999999997,,,,,,,,,,,,,,
81,2,3412055288,SOLO,MIDDLE,6.1,380.7,328.3,,,586.5,,5.1000000000000005,550.4000000000001,498.5,,,1128.1,,,,,,,,,,,,,,,
82,3,3412055288,SOLO,TOP,7.699999999999999,438.70000000000005,282.9,1.6999999999999997,20.00000000000003,313.4,102.70000000000002,4.8,474.8,312.2,-0.09999999999999987,-54.5,1096.1,277.29999999999995,,,,,,,,,,,,,,
83,4,3412055288,DUO_SUPPORT,BOTTOM,0.0,228.2,185.7,,,271.6,,0.2,344.29999999999995,192.3,,,471.9,,,,,,,,,,,,,,,
84,5,3412055288,DUO_CARRY,BOTTOM,6.8,273.6,283.1,,,263.3,,9.2,423.5,441.29999999999995,,,482.1,,,,,,,,,,,,,,,
330,6,3412055288,SOLO,TOP,6.0,418.7,251.89999999999998,-1.6999999999999997,-20.00000000000003,210.7,-102.70000000000002,4.9,529.3,552.2,0.09999999999999987,54.5,818.8,-277.29999999999995,,,,,,,,,,,,,,
331,7,3412055288,DUO,MIDDLE,7.1,309.6,291.6,,,436.29999999999995,,8.2,412.9,360.70000000000005,,,518.0,,,,,,,,,,,,,,,
332,8,3412055288,SOLO,BOTTOM,1.1,250.6,172.6,,,338.5,,1.0,442.1,340.2,,,713.0,,,,,,,,,,,,,,,
333,9,3412055288,NONE,JUNGLE,1.6,460.3,477.59999999999997,1.5,206.60000000000002,690.9,76.30000000000001,2.2,691.8,819.2,0.8999999999999999,363.79999999999995,1134.2,138.09999999999997,,,,,,,,,,,,,,
334,10,3412055288,DUO,MIDDLE,5.199999999999999,404.9,272.1,,,225.89999999999998,,5.5,482.1,412.70000000000005,,,732.3,,,,,,,,,,,,,,,
75,1,3412131844,DUO_SUPPORT,BOTTOM,1.4000000000000001,213.6,202.8,0.4999999999999999,-56.55,489.29999999999995,122.65000000000003,1.5,210.4,194.2,0.04999999999999982,-115.24999999999994,883.2,329.20000000000005,1.7,536.9,277.20000000000005,-1.55,-134.19999999999996,1641.4,309.30000000000007,,,,,,,
76,2,3412131844,SOLO,MIDDLE,7.6,487.5,307.3,2.3,110.40000000000003,537.3,293.2,8.2,510.79999999999995,372.6,2.3,62.19999999999999,789.2,496.79999999999995,4.300000000000001,365.4,504.3,2.4000000000000004,-173.1,1727.5,1212.0,,,,,,,
77,3,3412131844,NONE,JUNGLE,0.7999999999999999,318.8,281.5,0.29999999999999993,20.700000000000017,558.7,-89.80000000000001,1.3,345.7,251.9,-0.30000000000000004,-60.400000000000006,830.9000000000001,142.00000000000006,2.3,509.6,433.1,0.8999999999999999,-185.19999999999996,1136.7,-296.9999999999999,,,,,,,
78,4,3412131844,SOLO,TOP,5.9,445.9,267.5,1.0999999999999999,131.89999999999998,234.5,-265.8,8.1,622.2,399.4,0.20000000000000018,157.5,447.70000000000005,-191.59999999999997,2.9,407.20000000000005,417.1,-5.8999999999999995,-261.79999999999995,1260.8,253.0,,,,,,,
79,5,3412131844,DUO_CARRY,BOTTOM,6.199999999999999,255.7,266.8,0.4999999999999999,-56.55,381.6,122.65000000000003,6.0,293.2,291.4,0.04999999999999982,-115.24999999999994,637.9,329.20000000000005,3.2,670.2,486.6,-1.55,-134.19999999999996,795.9000000000001,309.30000000000007,,,,,,,
325,6,3412131844,SOLO,TOP,4.8,314.0,228.8,-1.0999999999999999,-131.89999999999998,500.3,265.8,7.8999999999999995,464.7,343.9,-0.20000000000000018,-157.5,639.3,191.59999999999997,8.8,669.0,510.70000000000005,5.8999999999999995,261.79999999999995,1007.8,-253.0,,,,,,,
326,7,3412131844,DUO_CARRY,BOTTOM,6.199999999999999,273.3,313.4,-0.4999999999999999,56.55,329.0,-122.65000000000003,7.0,411.29999999999995,503.40000000000003,-0.04999999999999982,115.24999999999994,453.0,-329.20000000000005,6.9,743.5,724.8,1.55,134.19999999999996,1020.6,-309.30000000000007,,,,,,,
327,8,3412131844,DUO_SUPPORT,BOTTOM,0.4,309.1,315.9,-0.4999999999999999,56.55,296.6,-122.65000000000003,0.4,322.79999999999995,313.3,-0.04999999999999982,115.24999999999994,409.7,-329.20000000000005,1.1,732.0,381.6,1.55,134.19999999999996,798.0999999999999,-309.30000000000007,,,,,,,
328,9,3412131844,NONE,JUNGLE,0.5,298.1,277.3,-0.29999999999999993,-20.700000000000017,648.5,89.80000000000001,1.6,406.1,334.0,0.30000000000000004,60.400000000000006,688.9,-142.00000000000006,1.4,694.8,472.4,-0.8999999999999999,185.19999999999996,1433.6999999999998,296.9999999999999,,,,,,,
329,10,3412131844,SOLO,MIDDLE,5.3,377.1,193.8,-2.3,-110.40000000000003,244.1,-293.2,5.9,448.6,291.6,-2.3,-62.19999999999999,292.4,-496.79999999999995,1.9,538.5,443.3,-2.4000000000000004,173.1,515.5,-1212.0,,,,,,,
65,1,3412176706,NONE,JUNGLE,0.2,345.1,343.20000000000005,-0.19999999999999998,46.29999999999998,629.3,208.50000000000003,1.7999999999999998,486.4,424.3,0.39999999999999986,-118.80000000000001,877.8,107.40000000000003,1.4,635.1,475.09999999999997,-1.5999999999999999,174.10000000000002,1460.8000000000002,315.60000000000014,,,,,,,
66,2,3412176706,SOLO,MIDDLE,6.9,447.0,252.7,-0.49999999999999956,-12.900000000000006,251.8,-13.600000000000009,5.9,463.70000000000005,489.6,-0.09999999999999964,14.600000000000023,888.1,214.40000000000003,5.199999999999999,709.4000000000001,534.5,-0.7000000000000006,106.00000000000006,915.0999999999999,-407.50000000000006,,,,,,,
67,3,3412176706,SOLO,TOP,6.699999999999999,454.1,244.29999999999998,2.3999999999999995,8.699999999999989,429.4,266.4,3.8,399.6,283.8,-2.2,-182.1,840.0999999999999,513.0999999999999,5.4,615.5,481.5,0.9999999999999998,127.79999999999998,1391.6,546.4999999999999,,,,,,,
68,4,3412176706,DUO_SUPPORT,BOTTOM,1.3,320.1,203.2,0.04999999999999982,12.850000000000023,149.7,-38.45000000000001,1.6,324.5,442.6,0.15000000000000036,90.15,533.0,-278.79999999999995,0.9,367.5,363.5,-0.95,-12.549999999999997,834.8,8.500000000000057,,,,,,,
69,5,3412176706,DUO_CARRY,BOTTOM,8.1,295.3,272.1,0.04999999999999982,12.850000000000023,155.7,-38.45000000000001,5.300000000000001,470.8,504.5,0.15000000000000036,90.15,492.6,-278.79999999999995,4.800000000000001,536.2,468.1,-0.95,-12.549999999999997,793.0,8.500000000000057,,,,,,,
315,6,3412176706,SOLO,TOP,4.3,445.4,247.3,-2.3999999999999995,-8.699999999999989,163.0,-266.4,6.0,581.7,358.5,2.2,182.1,327.0,-513.0999999999999,4.4,487.70000000000005,342.70000000000005,-0.9999999999999998,-127.79999999999998,845.1,-546.4999999999999,,,,,,,
316,7,3412176706,NONE,JUNGLE,0.4,298.8,268.70000000000005,0.19999999999999998,-46.29999999999998,420.79999999999995,-208.50000000000003,1.4000000000000001,605.2,406.1,-0.39999999999999986,118.80000000000001,770.4,-107.40000000000003,3.0,461.0,372.29999999999995,1.5999999999999999,-174.10000000000002,1145.1999999999998,-315.60000000000014,,,,,,,
317,8,3412176706,SOLO,MIDDLE,7.4,459.9,258.1,0.49999999999999956,12.900000000000006,265.4,13.600000000000009,6.0,449.1,391.4,0.09999999999999964,-14.600000000000023,673.7,-214.40000000000003,5.9,603.4,574.5,0.7000000000000006,-106.00000000000006,1322.6,407.50000000000006,,,,,,,
318,9,3412176706,DUO_SUPPORT,BOTTOM,1.3,290.2,159.5,-0.04999999999999982,-12.850000000000023,217.89999999999998,38.45000000000001,1.2,263.1,230.6,-0.15000000000000036,-90.15,947.4,278.79999999999995,0.1,330.9,170.0,0.95,12.549999999999997,825.0999999999999,-8.500000000000057,,,,,,,
319,10,3412176706,DUO_CARRY,BOTTOM,8.0,299.5,292.79999999999995,-0.04999999999999982,-12.850000000000023,164.4,38.45000000000001,5.4,351.9,346.5,-0.15000000000000036,-90.15,635.8,278.79999999999995,7.5,597.9,501.4,0.95,12.549999999999997,785.7,-8.500000000000057,,,,,,,
70,1,3412190134,SOLO,MIDDLE,7.0,418.0,268.1,,,462.0,,6.300000000000001,393.9,296.1,,,837.0,,,,,,,,,,,,,,,
71,2,3412190134,DUO_CARRY,BOTTOM,7.3,303.5,237.8,-1.0,-30.00000000000003,119.69999999999999,2.0999999999999943,6.199999999999999,471.20000000000005,417.8,-1.3000000000000005,-29.400000000000006,646.8,-63.0,,,,,,,,,,,,,,
72,3,3412190134,DUO_SUPPORT,BOTTOM,0.1,238.9,136.7,-1.0,-30.00000000000003,228.8,2.0999999999999943,1.0,400.8,328.0,-1.3000000000000005,-29.400000000000006,636.4,-63.0,,,,,,,,,,,,,,
73,4,3412190134,SOLO,TOP,7.199999999999999,434.0,262.5,-0.9000000000000004,-19.400000000000034,449.4,-17.99999999999997,5.1,398.8,305.20000000000005,-2.6000000000000005,-195.59999999999997,1260.1,211.80000000000007,,,,,,,,,,,,,,
74,5,3412190134,NONE,JUNGLE,1.0,396.5,336.1,,,557.8,,1.2,401.3,341.8,,,1289.6999999999998,,,,,,,,,,,,,,,
320,6,3412190134,DUO_SUPPORT,BOTTOM,1.2,265.0,179.1,1.0,30.00000000000003,220.8,-2.0999999999999943,0.7,407.90000000000003,294.70000000000005,1.3000000000000005,29.400000000000006,902.2,63.0,,,,,,,,,,,,,,
321,7,3412190134,DUO_CARRY,BOTTOM,8.2,337.4,325.0,1.0,30.00000000000003,123.5,-2.0999999999999943,9.1,522.9,536.1,1.3000000000000005,29.400000000000006,507.0,63.0,,,,,,,,,,,,,,
322,8,3412190134,NONE,JUNGLE,6.5,424.8,243.60000000000002,,,279.6,,6.6,590.0999999999999,549.0,,,603.9,,,,,,,,,,,,,,,
323,9,3412190134,SOLO,TOP,8.1,453.40000000000003,322.79999999999995,0.9000000000000004,19.400000000000034,467.4,17.99999999999997,7.7,594.4,602.8,2.6000000000000005,195.59999999999997,1048.3,-211.80000000000007,,,,,,,,,,,,,,
324,10,3412190134,NONE,JUNGLE,0.30000000000000004,362.5,316.2,,,688.7,,1.4000000000000001,434.4,373.8,,,984.2,,,,,,,,,,,,,,,
60,1,3412225570,SOLO,TOP,7.800000000000001,478.6,293.6,2.6000000000000005,1.8000000000000114,439.6,68.69999999999997,5.5,486.2,391.8,0.5000000000000002,64.59999999999997,574.7,-902.3,,,,,,,,,,,,,,
61,2,3412225570,SOLO,MIDDLE,7.9,511.9,354.6,1.4000000000000004,89.19999999999999,408.9,-154.59999999999997,5.2,456.5,525.9,-0.19999999999999973,60.79999999999998,460.5,-256.5,,,,,,,,,,,,,,
62,3,3412225570,DUO_SUPPORT,BOTTOM,1.5,299.9,202.2,-0.10000000000000031,8.699999999999989,320.7,-5.500000000000043,2.0,351.6,339.4,-1.5000000000000002,-11.299999999999955,567.3,95.25000000000006,,,,,,,,,,,,,,
63,4,3412225570,DUO_CARRY,BOTTOM,7.6,275.5,321.0,-0.10000000000000031,8.699999999999989,247.6,-5.500000000000043,3.9000000000000004,466.0,449.1,-1.5000000000000002,-11.299999999999955,607.6,95.25000000000006,,,,,,,,,,,,,,
64,5,3412225570,NONE,JUNGLE,0.5,368.9,306.2,0.4,161.20000000000002,537.3,-50.70000000000002,3.7,561.2,462.6,1.6,145.29999999999998,699.1,-81.79999999999995,,,,,,,,,,,,,,
310,6,3412225570,SOLO,MIDDLE,6.5,422.70000000000005,232.39999999999998,-1.4000000000000004,-89.19999999999999,563.5,154.59999999999997,5.4,395.70000000000005,291.0,0.19999999999999973,-60.79999999999998,717.0,256.5,,,,,,,,,,,,,,
311,7,3412225570,SOLO,TOP,5.199999999999999,476.8,237.39999999999998,-2.6000000000000005,-1.8000000000000114,370.90000000000003,-68.69999999999997,5.0,421.6,389.1,-0.5000000000000002,-64.59999999999997,1477.0,902.3,,,,,,,,,,,,,,
312,8,3412225570,DUO_CARRY,BOTTOM,8.1,294.0,342.4,0.10000000000000031,-8.699999999999989,307.6,5.500000000000043,7.0,420.0,509.8,1.5000000000000002,11.299999999999955,695.2,-95.25000000000006,,,,,,,,,,,,,,
313,9,3412225570,DUO_SUPPORT,BOTTOM,1.2,264.0,162.2,0.10000000000000031,-8.699999999999989,271.70000000000005,5.500000000000043,1.9000000000000001,420.2,282.3,1.5000000000000002,11.299999999999955,289.20000000000005,-95.25000000000006,,,,,,,,,,,,,,
314,10,3412225570,NONE,JUNGLE,0.1,207.7,193.8,-0.4,-161.20000000000002,588.0,50.70000000000002,2.1,415.9,336.5,-1.6,-145.29999999999998,780.9,81.79999999999995,,,,,,,,,,,,,,
50,1,3412306493,SOLO,TOP,5.7,429.4,306.4,0.5,52.19999999999996,424.79999999999995,-45.80000000000004,8.5,578.0,454.0,2.6,63.80000000000001,943.4000000000001,70.19999999999999,3.5,454.5,429.7,0.09999999999999987,67.79999999999998,820.7,-401.69999999999993,,,,,,,
51,2,3412306493,DUO_SUPPORT,BOTTOM,0.1,270.7,156.2,-0.25,-8.699999999999989,213.7,-65.70000000000002,0.7,364.4,393.40000000000003,0.10000000000000009,-10.699999999999989,360.3,-44.85000000000001,0.6,340.70000000000005,229.8,-1.5499999999999996,-118.4,814.9,493.25,,,,,,,
52,3,3412306493,DUO_CARRY,BOTTOM,8.0,322.2,298.0,-0.25,-8.699999999999989,119.3,-65.70000000000002,7.0,323.5,360.20000000000005,0.10000000000000009,-10.699999999999989,655.9,-44.85000000000001,2.5,383.5,299.9,-1.5499999999999996,-118.4,1183.4,493.25,,,,,,,
53,4,3412306493,SOLO,MIDDLE,8.0,451.4,293.9,-0.10000000000000009,-20.299999999999983,332.5,-23.200000000000045,6.2,448.20000000000005,398.6,0.3000000000000005,-4.799999999999983,870.4000000000001,-410.7,6.1,506.29999999999995,455.9,1.0,-129.3,772.0,-610.8,,,,,,,
54,5,3412306493,NONE,JUNGLE,0.7,308.9,245.60000000000002,0.4,-169.39999999999998,691.2,-39.599999999999994,0.8,397.20000000000005,277.5,-0.5000000000000001,-87.69999999999996,1031.8,-98.10000000000002,1.4000000000000001,517.7,332.1,0.6000000000000001,3.0000000000000284,1205.9,-271.29999999999995,,,,,,,
300,6,3412306493,SOLO,TOP,5.2,377.20000000000005,265.5,-0.5,-52.19999999999996,470.6,45.80000000000004,5.9,514.2,380.1,-2.6,-63.80000000000001,873.2,-70.19999999999999,3.4,386.70000000000005,327.8,-0.09999999999999987,-67.79999999999998,1222.4,401.69999999999993,,,,,,,
301,7,3412306493,DUO_CARRY,BOTTOM,7.5,305.1,273.20000000000005,0.25,8.699999999999989,213.5,65.70000000000002,6.8,462.5,409.5,-0.10000000000000009,10.699999999999989,510.5,44.85000000000001,5.6,520.8,490.4,1.5499999999999996,118.4,327.7,-493.25,,,,,,,
302,8,3412306493,DUO_SUPPORT,BOTTOM,1.1,305.2,185.8,0.25,8.699999999999989,250.9,65.70000000000002,0.7,246.8,256.6,-0.10000000000000009,10.699999999999989,595.4,44.85000000000001,0.6,440.2,234.7,1.5499999999999996,118.4,684.1,-493.25,,,,,,,
303,9,3412306493,SOLO,MIDDLE,8.1,471.7,266.20000000000005,0.10000000000000009,20.299999999999983,355.70000000000005,23.200000000000045,5.8999999999999995,453.0,481.0,-0.3000000000000005,4.799999999999983,1281.1,410.7,5.1,635.6,639.8,-1.0,129.3,1382.8,610.8,,,,,,,
