,summonerName,participantId,gameId,gameCreation,gameDuration,item0,item1,item2,item3,item4,item5,item6,kills,deaths,assists,largestKillingSpree,largestMultiKill,killingSprees,longestTimeSpentLiving,doubleKills,tripleKills,quadraKills,pentaKills,totalDamageDealt,magicDamageDealt,physicalDamageDealt,trueDamageDealt,largestCriticalStrike,totalDamageDealtToChampions,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,totalHeal,totalUnitsHealed,damageSelfMitigated,damageDealtToObjectives,damageDealtToTurrets,visionScore,timeCCingOthers,totalDamageTaken,magicalDamageTaken,physicalDamageTaken,trueDamageTaken,goldEarned,goldSpent,turretKills,inhibitorKills,totalMinionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,totalTimeCrowdControlDealt,champLevel,visionWardsBoughtInGame,wardsPlaced,wardsKilled,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,firstInhibitorKill,firstInhibitorAssist,perk0,perk0Var1,perk0Var2,perk0Var3,perk1,perk1Var1,perk1Var2,perk1Var3,perk2,perk2Var1,perk2Var2,perk2Var3,perk3,perk3Var1,perk3Var2,perk3Var3,perk4,perk4Var1,perk4Var2,perk4Var3,perk5,perk5Var1,perk5Var2,perk5Var3,perkPrimaryStyle,perkSubStyle,statPerk0,statPerk1,statPerk2,teamId_team,win_team,firstBlood_team,firstTower_team,firstInhibitor_team,firstBaron_team,firstDragon_team,firstRiftHerald_team,towerKills_team,inhibitorKills_team,baronKills_team,dragonKills_team,riftHeraldKills_team,ban1,ban2,ban3,ban4,ban5,role,lane,creepsPerMinDeltas_0-10,xpPerMinDeltas_0-10,goldPerMinDeltas_0-10,csDiffPerMinDeltas_0-10,xpDiffPerMinDeltas_0-10,damageTakenPerMinDeltas_0-10,damageTakenDiffPerMinDeltas_0-10,creepsPerMinDeltas_10-20,xpPerMinDeltas_10-20,goldPerMinDeltas_10-20,csDiffPerMinDeltas_10-20,xpDiffPerMinDeltas_10-20,damageTakenPerMinDeltas_10-20,damageTakenDiffPerMinDeltas_10-20,creepsPerMinDeltas_20-30,xpPerMinDeltas_20-30,goldPerMinDeltas_20-30,csDiffPerMinDeltas_20-30,xpDiffPerMinDeltas_20-30,damageTakenPerMinDeltas_20-30,damageTakenDiffPerMinDeltas_20-30,creepsPerMinDeltas_30-end,xpPerMinDeltas_30-end,goldPerMinDeltas_30-end,csDiffPerMinDeltas_30-end,xpDiffPerMinDeltas_30-end,damageTakenPerMinDeltas_30-end,damageTakenDiffPerMinDeltas_30-end,championId,spell1Id,spell2Id
0,Backfire Billy,1,3406556578,1.58866E+12,2407,3379,3111,3373,3075,1054,1011,3340,3,10,14,0,1,0,552,0,0,0,0,149243,90119,58920,203,34,22211,15040,6967,203,4666,1,97928,2044,858,23,63,53466,16958,33036,3471,11617,11550,0,0,174,8,4,0,789,17,2,13,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8437,1464,1248,0,8446,416,0,0,8429,70,25,19,8451,300,0,0,8345,3,0,0,8347,0,0,0,8400,8300,5007,5002,5003,100,Fail,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2,0,1,4,0,"{'championId': 350, 'pickTurn': 1}","{'championId': 89, 'pickTurn': 2}","{'championId': 131, 'pickTurn': 3}","{'championId': 24, 'pickTurn': 4}","{'championId': 25, 'pickTurn': 5}",SOLO,TOP,6.1,423,239.7,1.4,5.2,623.3,89,5.6,550.7,295.2,-2.1,-99.2,1143.6,658.8,3.4,370.9,337.8,-0.1,81.9,1490.9,507.9,2.3,348.7,237.6,1.3,38.3,2088.8,345.2,516,4,12
1,Kakashî Hatake,2,3406556578,1.58866E+12,2407,2421,3140,3371,3006,3094,3508,3363,5,9,12,2,1,2,652,0,0,0,0,215964,7465,186911,21587,934,24978,2261,22619,97,1945,4,14673,10465,2025,14,9,23445,7574,15576,294,13815,13050,1,0,253,0,0,0,108,17,0,9,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8008,2,30,0,8009,2397,500,0,9103,30,50,0,8014,615,0,0,8224,703,0,0,8236,48,0,0,8000,8200,5005,5008,5002,100,Fail,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2,0,1,4,0,"{'championId': 350, 'pickTurn': 1}","{'championId': 89, 'pickTurn': 2}","{'championId': 131, 'pickTurn': 3}","{'championId': 24, 'pickTurn': 4}","{'championId': 25, 'pickTurn': 5}",DUO_CARRY,BOTTOM,8.1,310,254.9,-0.65,2.3,161.8,-57.2,6.2,369.9,315.9,-0.95,-130.1,644.8,-143.95,5,574.1,353.8,-0.05,114.85,591.2,-451.55,6,454.1,405.6,0.05,-164.55,946.7,-188.7,21,7,4
2,TBBC KDumpling ,3,3406556578,1.58866E+12,2407,1026,3386,3151,3158,3116,1402,3364,9,6,16,3,1,3,633,0,0,0,0,158101,132107,16708,9285,0,30988,27387,1307,2293,9651,1,17591,24021,307,39,54,36260,15546,18861,1851,14255,12925,0,0,50,108,80,8,632,16,3,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8128,1638,23,0,8126,1260,0,0,8138,30,0,0,8135,5815,5,0,8347,0,0,0,8304,9,0,0,8100,8300,5007,5008,5002,100,Fail,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2,0,1,4,0,"{'championId': 350, 'pickTurn': 1}","{'championId': 89, 'pickTurn': 2}","{'championId': 131, 'pickTurn': 3}","{'championId': 24, 'pickTurn': 4}","{'championId': 25, 'pickTurn': 5}",NONE,JUNGLE,0.1,365.2,287.1,-1.2,0.4,592,-73.2,1.5,393.1,414.7,0.8,-19.1,682.3,-537,1.4,473,393.5,-0.8,33.2,939.8,74.6,2,357.4,278.9,0.7,-223.6,1411.9,56.5,63,11,4
3,Vectra,4,3406556578,1.58866E+12,2407,3136,3030,3135,3020,3198,3374,3340,8,5,14,3,2,2,738,1,0,0,0,249322,236016,10705,2600,0,41932,41343,263,326,6905,1,23095,7947,2648,37,40,25435,11164,12649,1620,16907,15675,1,0,269,20,20,0,566,18,7,19,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8230,19,0,0,8226,250,1412,0,8210,0,0,0,8237,754,0,0,8139,1670,0,0,8135,3709,5,0,8200,8100,5008,5008,5003,100,Fail,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2,0,1,4,0,"{'championId': 350, 'pickTurn': 1}","{'championId': 89, 'pickTurn': 2}","{'championId': 131, 'pickTurn': 3}","{'championId': 24, 'pickTurn': 4}","{'championId': 25, 'pickTurn': 5}",SOLO,MIDDLE,9,512.2,384.6,1.5,25.1,120.3,-202.7,7.2,490.7,461,0.1,-2.4,645.2,112.2,4,458.5,401.4,0.5,182,926.8,343,6.7,490,392.4,2.2,-4.2,851.2,340.2,112,4,12
4,Sernyri,5,3406556578,1.58866E+12,2407,3853,3190,3382,3504,3174,0,3364,7,9,16,3,1,2,771,0,0,0,0,26451,20023,4794,1633,0,13986,10884,1516,1585,35703,5,23038,5772,1434,77,16,26115,13435,12113,566,10028,9275,0,0,11,4,0,0,27,15,1,39,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8214,374,5123,0,8226,250,1108,0,8210,16,0,0,8237,454,0,0,8347,0,0,0,8321,10,0,0,8200,8300,5007,5008,5002,100,Fail,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2,0,1,4,0,"{'championId': 350, 'pickTurn': 1}","{'championId': 89, 'pickTurn': 2}","{'championId': 131, 'pickTurn': 3}","{'championId': 24, 'pickTurn': 4}","{'championId': 25, 'pickTurn': 5}",DUO_SUPPORT,BOTTOM,0.1,261.6,145.3,-0.65,2.3,189.6,-57.2,0.3,337.5,234.6,-0.95,-130.1,648.9,-143.95,0.3,447.2,336.1,-0.05,114.85,777.6,-451.55,0.4,374.2,235.3,0.05,-164.55,995.4,-188.7,37,14,4
5,DGelo,6,3406556578,1.58866E+12,2407,1402,3089,3157,3100,3020,3152,3340,12,8,12,4,2,4,575,3,0,0,0,229246,180899,38480,9865,0,33639,29428,2587,1623,19558,1,27603,21312,1107,35,30,41051,23248,16872,930,16250,15800,1,0,55,152,99,12,603,17,2,15,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8128,1493,19,0,8143,1091,0,0,8138,30,0,0,8135,9315,5,0,8304,9,0,0,8347,0,0,0,8100,8300,5005,5008,5002,200,Win,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,10,1,1,1,1,"{'championId': 58, 'pickTurn': 6}","{'championId': 523, 'pickTurn': 7}","{'championId': 64, 'pickTurn': 8}","{'championId': 2, 'pickTurn': 9}","{'championId': 350, 'pickTurn': 10}",NONE,JUNGLE,1.3,364.8,316.6,1.2,-0.4,665.2,73.2,0.7,412.2,460.6,-0.8,19.1,1219.3,537,2.2,439.8,405.2,0.8,-33.2,865.2,-74.6,1.3,581,391.3,-0.7,223.6,1355.4,-56.5,245,4,11
6,Jørge,7,3406556578,1.58866E+12,2407,3042,3139,3078,3156,3033,3158,3363,19,4,8,6,4,4,1045,5,1,1,0,348167,28292,271751,48124,0,62574,14016,44720,3838,6997,3,31677,21846,8771,26,23,36842,18858,17330,653,20570,17863,4,0,265,39,13,15,240,18,0,13,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,8010,1998,0,0,8009,10172,500,0,9103,20,10,0,8014,1056,0,0,8304,9,4,5,8347,0,0,0,8000,8300,5005,5008,5002,200,Win,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,10,1,1,1,1,"{'championId': 58, 'pickTurn': 6}","{'championId': 523, 'pickTurn': 7}","{'championId': 64, 'pickTurn': 8}","{'championId': 2, 'pickTurn': 9}","{'championId': 350, 'pickTurn': 10}",DUO_CARRY,BOTTOM,8.3,315.1,295,0.65,-2.3,212.9,57.2,7.3,590.6,569.9,0.95,130.1,880.7,143.95,5,533.6,548.7,0.05,-114.85,1278.8,451.55,5.9,670.2,592,-0.05,164.55,1311.8,188.7,81,7,4
7,Simonori,8,3406556578,1.58866E+12,2407,3031,2033,3508,3085,3035,3006,3340,1,6,13,0,1,0,796,0,0,0,0,187919,3403,169465,15050,749,22585,2703,19881,0,2782,1,9431,13342,4803,46,74,19508,12187,7099,222,13091,12650,3,1,226,0,0,0,915,17,4,14,3,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,8021,1776,0,0,9101,760,966,0,9104,15,50,0,8014,383,0,0,8233,24,50,0,8236,48,0,0,8000,8200,5005,5008,5001,200,Win,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,10,1,1,1,1,"{'championId': 58, 'pickTurn': 6}","{'championId': 523, 'pickTurn': 7}","{'championId': 64, 'pickTurn': 8}","{'championId': 2, 'pickTurn': 9}","{'championId': 350, 'pickTurn': 10}",SOLO,MIDDLE,7.5,487.1,263.7,-1.5,-25.1,323,202.7,7.1,493.1,383.7,-0.1,2.4,533,-112.2,3.5,276.5,266.6,-0.5,-182,583.8,-343,4.5,494.2,343.8,-2.2,4.2,511,-340.2,22,12,4
8,ExhaustMyHoles,9,3406556578,1.58866E+12,2407,3193,0,3068,3111,3742,3194,3364,4,7,8,3,1,1,932,0,0,0,0,147274,102833,39062,5378,0,15483,10801,2998,1683,1857,1,88665,7793,7793,36,70,37457,23727,12254,1475,12972,12775,2,0,169,24,12,8,678,17,3,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,8439,1216,0,0,8446,4397,0,0,8473,1300,0,0,8451,239,0,0,8126,654,0,0,8106,4,0,0,8400,8100,5008,5008,5002,200,Win,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,10,1,1,1,1,"{'championId': 58, 'pickTurn': 6}","{'championId': 523, 'pickTurn': 7}","{'championId': 64, 'pickTurn': 8}","{'championId': 2, 'pickTurn': 9}","{'championId': 350, 'pickTurn': 10}",SOLO,TOP,4.7,417.8,300,-1.4,-5.2,534.3,-89,7.7,649.9,428.4,2.1,99.2,484.8,-658.8,3.5,289,269.3,0.1,-81.9,983,-507.9,1,310.4,248.2,-1.3,-38.3,1743.6,-345.2,111,14,4
9,Boi im DJH,10,3406556578,1.58866E+12,2407,3860,2055,3190,3117,3109,3050,3364,3,7,20,3,1,1,1055,0,0,0,0,20482,8228,6472,5782,0,9266,6056,2550,659,3305,1,32336,1277,620,95,37,29546,21944,6378,1223,10148,9200,0,0,31,0,0,0,144,15,12,44,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8465,2470,0,0,8446,447,0,0,8444,1267,0,0,8451,176,0,0,8352,54,275,0,8306,0,0,0,8400,8300,5007,5002,5001,200,Win,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,10,1,1,1,1,"{'championId': 58, 'pickTurn': 6}","{'championId': 523, 'pickTurn': 7}","{'championId': 64, 'pickTurn': 8}","{'championId': 2, 'pickTurn': 9}","{'championId': 350, 'pickTurn': 10}",DUO_SUPPORT,BOTTOM,1.2,251.9,155.2,0.65,-2.3,252.9,57.2,1.1,377,351.6,0.95,130.1,700.9,143.95,0.4,258,230,0.05,-114.85,993.1,451.55,0.4,487.2,226.5,-0.05,164.55,1007.7,188.7,53,14,4
10,Simonori,1,3406570551,1.58866E+12,1565,3508,2033,3085,0,0,3006,3340,6,8,11,4,2,1,314,1,0,0,0,65730,2021,63708,0,314,12662,1473,11189,0,1454,1,6531,4136,2546,17,33,15570,8254,6539,776,9390,7650,3,0,102,4,0,0,459,13,2,9,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,8021,1169,0,0,9101,224,259,0,9104,19,30,0,8014,429,0,0,8233,14,20,0,8236,14,0,0,8000,8200,5005,5008,5001,100,Win,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,8,1,1,2,1,"{'championId': 58, 'pickTurn': 1}","{'championId': 35, 'pickTurn': 2}","{'championId': 2, 'pickTurn': 3}","{'championId': 63, 'pickTurn': 4}","{'championId': 238, 'pickTurn': 5}",DUO,MIDDLE,5.2,292.6,206.6,,,305.8,,2.8,360.6,326.5,,,721.3,,,,,,,,,,,,,,,,22,12,4
11,ExhaustMyHoles,2,3406570551,1.58866E+12,1565,3068,3065,3025,1011,3111,1031,3340,10,2,6,8,2,2,1033,1,0,0,0,116678,86628,26148,3902,0,22917,16551,5303,1062,4599,1,37685,14563,5073,27,12,19301,2890,12066,4344,13164,12025,2,0,142,8,0,0,139,14,3,8,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,8010,1510,0,0,9111,1029,320,0,9104,14,40,0,8017,4,0,0,8139,720,0,0,8106,5,0,0,8000,8100,5005,5008,5003,100,Win,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,8,1,1,2,1,"{'championId': 58, 'pickTurn': 1}","{'championId': 35, 'pickTurn': 2}","{'championId': 2, 'pickTurn': 3}","{'championId': 63, 'pickTurn': 4}","{'championId': 238, 'pickTurn': 5}",SOLO,TOP,5.5,481.8,312.4,-0.5,85.7,397.4,-42.7,6.9,476.9,644.7,-0.8,-100.3,481.5,-130.6,,,,,,,,,,,,,,,131,14,4
12,WoodrowvSsJm,3,3406570551,1.58866E+12,1565,3285,2033,3165,1082,1058,3020,3340,8,6,7,3,1,3,589,0,0,0,0,78814,58115,11694,9005,97,21894,17306,1638,2949,3240,1,6854,675,675,11,34,19442,6582,10505,2354,9881,9675,0,0,107,8,0,4,119,14,1,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,8112,760,0,0,8139,984,0,0,8138,30,0,0,8135,1867,5,0,8275,23,0,0,8210,0,0,0,8100,8200,5008,5008,5003,100,Win,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,8,1,1,2,1,"{'championId': 58, 'pickTurn': 1}","{'championId': 35, 'pickTurn': 2}","{'championId': 2, 'pickTurn': 3}","{'championId': 63, 'pickTurn': 4}","{'championId': 238, 'pickTurn': 5}",DUO,MIDDLE,6.4,428.8,229.4,,,427.3,,3.7,466.9,496.6,,,788,,,,,,,,,,,,,,,,142,4,14
13,oXbRLydia,4,3406570551,1.58866E+12,1565,1412,2031,3006,3085,3071,1038,3364,7,4,8,2,2,3,724,1,0,0,0,160342,25385,121677,13280,592,15429,2074,12619,735,14162,8,10589,34241,6940,18,6,25248,9888,14818,542,11599,10850,3,1,45,119,88,3,184,14,1,2,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,8010,351,0,0,9111,1019,300,0,9104,15,10,0,8014,346,0,0,8275,19,0,0,8232,5,0,0,8000,8200,5005,5008,5002,100,Win,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,8,1,1,2,1,"{'championId': 58, 'pickTurn': 1}","{'championId': 35, 'pickTurn': 2}","{'championId': 2, 'pickTurn': 3}","{'championId': 63, 'pickTurn': 4}","{'championId': 238, 'pickTurn': 5}",NONE,JUNGLE,0.4,347.8,279.9,-0.3,5.7,551.6,-61.3,2.3,532.9,473.5,2.2,51.9,1079.6,-247.5,,,,,,,,,,,,,,,203,4,11
14,NinjaAy,5,3406570551,1.58866E+12,1565,3504,3158,3859,3174,1029,0,3364,1,3,16,0,1,0,707,0,0,0,0,19565,14041,3982,1542,0,5380,4637,742,0,1145,2,4519,2177,357,21,13,10638,4101,5782,754,7043,6325,0,0,35,0,0,0,145,12,1,9,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,8214,364,1172,0,8226,250,1074,0,8210,14,0,0,8236,24,0,0,8345,3,0,0,8347,0,0,0,8200,8300,5007,5008,5002,100,Win,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,8,1,1,2,1,"{'championId': 58, 'pickTurn': 1}","{'championId': 35, 'pickTurn': 2}","{'championId': 2, 'pickTurn': 3}","{'championId': 63, 'pickTurn': 4}","{'championId': 238, 'pickTurn': 5}",DUO_SUPPORT,MIDDLE,1.8,246.4,147.3,,,318.6,,1,363.6,286,,,417,,,,,,,,,,,,,,,,61,4,3
15,Tanner Chadson,6,3406570551,1.58866E+12,1565,1400,1037,1028,3071,3047,3052,3364,8,4,3,3,1,3,664,0,0,0,0,110528,3834,91878,14815,0,15124,0,11244,3879,11731,1,15035,4613,0,19,26,28308,13619,13421,1267,9611,9500,0,0,11,108,91,0,232,14,2,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8010,724,0,0,9111,670,220,0,9104,15,30,0,8014,274,0,0,8275,17,0,0,8232,4,10,0,8000,8200,5005,5008,5002,200,Fail,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,1,0,"{'championId': 23, 'pickTurn': 6}","{'championId': 3, 'pickTurn': 7}","{'championId': 8, 'pickTurn': 8}","{'championId': 105, 'pickTurn': 9}","{'championId': 25, 'pickTurn': 10}",NONE,JUNGLE,0.7,342.1,286.5,0.3,-5.7,612.9,61.3,0.1,481,441.5,-2.2,-51.9,1327.1,247.5,,,,,,,,,,,,,,,421,4,11
16,Glyphz,7,3406570551,1.58866E+12,1565,3020,3115,0,1058,1058,1082,3340,1,5,4,0,1,0,597,0,0,0,0,82105,71616,10489,0,0,10373,10061,311,0,1705,1,9090,2230,2230,11,10,18085,7997,9351,736,7737,7600,0,0,137,12,8,0,111,13,0,7,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9923,62,75,0,8139,683,0,0,8138,10,0,0,8135,704,3,0,8009,501,500,0,9104,25,0,0,8100,8000,5005,5008,5003,200,Fail,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,1,0,"{'championId': 23, 'pickTurn': 6}","{'championId': 3, 'pickTurn': 7}","{'championId': 8, 'pickTurn': 8}","{'championId': 105, 'pickTurn': 9}","{'championId': 25, 'pickTurn': 10}",SOLO,MIDDLE,6.6,433.5,248.5,,,377.9,,4.8,326.5,271.1,,,565.4,,,,,,,,,,,,,,,,268,21,4
17,StarkillerNico,8,3406570551,1.58866E+12,1565,3165,2421,0,0,3020,3285,3340,6,9,3,2,1,2,615,0,0,0,0,97128,88376,8752,0,0,18638,16804,1834,0,3101,3,8105,2674,2674,19,42,21035,6667,13729,639,9147,8800,0,0,151,0,0,0,289,12,2,9,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8112,1040,0,0,8139,979,0,0,8138,18,0,0,8135,1124,4,0,8321,6,0,0,8347,0,0,0,8100,8300,5008,5008,5003,200,Fail,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,1,0,"{'championId': 23, 'pickTurn': 6}","{'championId': 3, 'pickTurn': 7}","{'championId': 8, 'pickTurn': 8}","{'championId': 105, 'pickTurn': 9}","{'championId': 25, 'pickTurn': 10}",DUO_CARRY,BOTTOM,6.5,295.2,261.6,,,347.5,,6.4,446.4,382.7,,,948,,,,,,,,,,,,,,,,134,4,7
18,hinatas feet,9,3406570551,1.58866E+12,1565,3142,0,3855,3117,3147,1036,3364,5,9,7,0,1,0,647,0,0,0,0,20838,182,11460,9195,0,7878,182,6803,892,3244,1,12684,0,0,20,26,19877,9253,9571,1052,8532,7905,0,0,23,0,0,0,99,11,3,13,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8439,270,0,0,8446,0,0,0,8429,54,15,11,8451,106,0,0,8105,16,5,0,8143,173,0,0,8400,8100,5005,5002,5002,200,Fail,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,1,0,"{'championId': 23, 'pickTurn': 6}","{'championId': 3, 'pickTurn': 7}","{'championId': 8, 'pickTurn': 8}","{'championId': 105, 'pickTurn': 9}","{'championId': 25, 'pickTurn': 10}",DUO_SUPPORT,BOTTOM,1.1,265.1,182.3,,,391,,0.9,368.1,353.6,,,829.9,,,,,,,,,,,,,,,,555,14,4
19,Nx Knightrush,10,3406570551,1.58866E+12,1565,1055,3153,3508,1055,3006,1042,3340,3,6,3,3,1,1,630,0,0,0,0,96530,7165,86728,2636,0,9022,1605,7416,0,1142,1,9927,5126,1447,11,2,16345,7295,7998,1051,8937,8750,1,0,160,20,17,0,68,14,0,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8005,723,551,171,9101,2025,2632,0,9104,16,20,0,8014,212,0,0,8304,11,1,5,8345,3,0,0,8000,8300,5005,5008,5003,200,Fail,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,1,0,"{'championId': 23, 'pickTurn': 6}","{'championId': 3, 'pickTurn': 7}","{'championId': 8, 'pickTurn': 8}","{'championId': 105, 'pickTurn': 9}","{'championId': 25, 'pickTurn': 10}",SOLO,TOP,6,396.1,235.9,0.5,-85.7,440.1,42.7,7.7,577.2,464.3,0.8,100.3,612.1,130.6,,,,,,,,,,,,,,,236,4,12
20,I Know God,1,3407175583,1.5887E+12,2039,2033,3111,3027,3100,3089,3191,3340,11,10,11,3,2,3,393,1,0,0,0,165890,135816,18390,11683,0,35964,31949,2922,1092,10392,1,18393,6859,3733,15,60,37929,19967,17046,916,13662,12100,0,0,139,28,12,16,293,16,0,11,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8021,4686,0,0,8009,3045,500,0,9104,12,10,0,8014,754,0,0,8316,3156,0,0,8352,363,1875,1089,8000,8300,5008,5002,5003,100,Win,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,2,1,4,1,"{'championId': 131, 'pickTurn': 1}","{'championId': 11, 'pickTurn': 2}","{'championId': 58, 'pickTurn': 3}","{'championId': 555, 'pickTurn': 4}","{'championId': 51, 'pickTurn': 5}",SOLO,MIDDLE,6.3,439.3,302.4,0.7,154.7,490.7,288.2,4.6,442,496.8,-2,-89.2,1162.8,518.5,1.5,369,295.6,-4.3,-158.5,1483.1,582.2,,,,,,,,4,4,12
21,Kool Aïd Jammer,2,3407175583,1.5887E+12,2039,1412,3142,3111,3179,3814,3812,3364,13,6,14,5,3,3,623,2,1,0,0,292244,5997,270332,15915,0,31822,1052,28913,1857,12477,1,23983,46109,7583,24,26,29856,12760,15334,1760,18168,16175,6,2,94,187,93,38,421,18,0,1,7,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,8230,17,0,0,8275,23,0,0,8233,22,10,0,8232,7,10,0,9111,1498,540,0,9104,10,50,0,8200,8000,5005,5008,5003,100,Win,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,2,1,4,1,"{'championId': 131, 'pickTurn': 1}","{'championId': 11, 'pickTurn': 2}","{'championId': 58, 'pickTurn': 3}","{'championId': 555, 'pickTurn': 4}","{'championId': 51, 'pickTurn': 5}",NONE,JUNGLE,0.3,350.4,376.6,-0.2,103.6,534,-302.1,2.8,602.8,490.5,2,292.1,716.2,-416.1,4.3,617.1,664.5,1.3,90.1,1205.7,-181.5,,,,,,,,104,4,11
22,E4 MAF1A,3,3407175583,1.5887E+12,2039,2065,3117,3857,3190,3001,3076,3364,4,4,29,2,1,1,697,0,0,0,0,30221,13751,8381,8089,0,10302,8321,1871,110,4132,5,35855,2335,991,54,39,26215,12300,13562,352,10789,10100,1,0,34,4,0,4,177,15,4,24,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,8465,2733,0,0,8463,1449,0,0,8444,1852,0,0,8242,10,0,0,8321,5,0,0,8347,0,0,0,8400,8300,5007,5003,5001,100,Win,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,2,1,4,1,"{'championId': 131, 'pickTurn': 1}","{'championId': 11, 'pickTurn': 2}","{'championId': 58, 'pickTurn': 3}","{'championId': 555, 'pickTurn': 4}","{'championId': 51, 'pickTurn': 5}",DUO_SUPPORT,BOTTOM,1.5,258.5,171.8,,,286.5,,0.9,350.8,360.9,,,832,,1,598.6,357.5,,,684,,,,,,,,,201,3,4
23,NalgaTrucha,4,3407175583,1.5887E+12,2039,3025,3140,3155,3151,3047,3042,3340,15,9,11,6,1,4,595,0,0,0,0,138560,27796,108770,1994,0,37178,14755,21269,1154,4196,2,17415,10030,4753,22,12,26355,14907,10384,1063,14457,12375,0,0,152,15,9,4,283,15,1,11,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,8010,139,0,0,8009,8915,500,0,9103,21,30,0,8014,785,0,0,8304,9,4,5,8347,0,0,0,8000,8300,5008,5008,5002,100,Win,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,2,1,4,1,"{'championId': 131, 'pickTurn': 1}","{'championId': 11, 'pickTurn': 2}","{'championId': 58, 'pickTurn': 3}","{'championId': 555, 'pickTurn': 4}","{'championId': 51, 'pickTurn': 5}",DUO_CARRY,BOTTOM,5.9,258.8,259.4,,,325.8,,6.1,419.1,521,,,929.6,,2.3,514.1,470.3,,,961.6,,,,,,,,,81,7,4
24,Boomerlord,5,3407175583,1.5887E+12,2039,3139,3091,3078,1054,3111,0,3340,7,5,14,2,1,2,553,0,0,0,0,137142,1100,128771,7271,0,23435,632,17439,5363,4022,1,38281,13082,8499,23,25,31208,15870,14497,840,13713,11858,3,0,141,18,0,7,122,17,1,12,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,8010,1869,0,0,9111,1233,420,0,9104,20,10,0,8299,427,0,0,8446,2790,0,0,8444,2050,0,0,8000,8400,5005,5008,5003,100,Win,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,2,1,4,1,"{'championId': 131, 'pickTurn': 1}","{'championId': 11, 'pickTurn': 2}","{'championId': 58, 'pickTurn': 3}","{'championId': 555, 'pickTurn': 4}","{'championId': 51, 'pickTurn': 5}",SOLO,TOP,5.7,416.1,217.8,,,575.2,,4.7,467.4,488,,,786.5,,2.3,611.8,393.7,,,1257.2,,,,,,,,,86,12,4
