,summonerName,participantId,gameId,gameCreation,gameDuration,item0,item1,item2,item3,item4,item5,item6,kills,deaths,assists,largestKillingSpree,largestMultiKill,killingSprees,longestTimeSpentLiving,doubleKills,tripleKills,quadraKills,pentaKills,totalDamageDealt,magicDamageDealt,physicalDamageDealt,trueDamageDealt,largestCriticalStrike,totalDamageDealtToChampions,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,totalHeal,totalUnitsHealed,damageSelfMitigated,damageDealtToObjectives,damageDealtToTurrets,visionScore,timeCCingOthers,totalDamageTaken,magicalDamageTaken,physicalDamageTaken,trueDamageTaken,goldEarned,goldSpent,turretKills,inhibitorKills,totalMinionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,totalTimeCrowdControlDealt,champLevel,visionWardsBoughtInGame,wardsPlaced,wardsKilled,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,firstInhibitorKill,firstInhibitorAssist,perk0,perk0Var1,perk0Var2,perk0Var3,perk1,perk1Var1,perk1Var2,perk1Var3,perk2,perk2Var1,perk2Var2,perk2Var3,perk3,perk3Var1,perk3Var2,perk3Var3,perk4,perk4Var1,perk4Var2,perk4Var3,perk5,perk5Var1,perk5Var2,perk5Var3,perkPrimaryStyle,perkSubStyle,statPerk0,statPerk1,statPerk2,teamId_team,win_team,firstBlood_team,firstTower_team,firstInhibitor_team,firstBaron_team,firstDragon_team,firstRiftHerald_team,towerKills_team,inhibitorKills_team,baronKills_team,dragonKills_team,riftHeraldKills_team,ban1,ban2,ban3,ban4,ban5,role,lane,creepsPerMinDeltas_0-10,xpPerMinDeltas_0-10,goldPerMinDeltas_0-10,csDiffPerMinDeltas_0-10,xpDiffPerMinDeltas_0-10,damageTakenPerMinDeltas_0-10,damageTakenDiffPerMinDeltas_0-10,creepsPerMinDeltas_10-20,xpPerMinDeltas_10-20,goldPerMinDeltas_10-20,csDiffPerMinDeltas_10-20,xpDiffPerMinDeltas_10-20,damageTakenPerMinDeltas_10-20,damageTakenDiffPerMinDeltas_10-20,creepsPerMinDeltas_20-30,xpPerMinDeltas_20-30,goldPerMinDeltas_20-30,csDiffPerMinDeltas_20-30,xpDiffPerMinDeltas_20-30,damageTakenPerMinDeltas_20-30,damageTakenDiffPerMinDeltas_20-30,creepsPerMinDeltas_30-end,xpPerMinDeltas_30-end,goldPerMinDeltas_30-end,csDiffPerMinDeltas_30-end,xpDiffPerMinDeltas_30-end,damageTakenPerMinDeltas_30-end,damageTakenDiffPerMinDeltas_30-end,championId,spell1Id,spell2Id
394,Gwaenchana,5,3412310412,1.58901E+12,1683,1400,2031,3111,3147,3814,1036,3364,9,2,7,3,2,3,722,2,0,0,0,165902,7944,145614,12343,0,17584,1344,15295,944,20217,1,16095,28721,1518,32,8,29934,9540,19603,791,11796,10310,0,0,35,128,95,0,317,14,7,8,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,8112,1059,0,0,8143,465,0,0,8138,18,0,0,8135,6491,5,0,8304,9,4,5,8347,0,0,0,8100,8300,5008,5008,5002,100,Win,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,8,1,1,4,1,"{'championId': 62, 'pickTurn': 1}","{'championId': 55, 'pickTurn': 2}","{'championId': 33, 'pickTurn': 3}","{'championId': 8, 'pickTurn': 4}","{'championId': 74, 'pickTurn': 5}",NONE,JUNGLE,0.1,261.2,285.8,-0.5,-45.3,658.4,-50.9,1.6,445.4,419.7,0.8,110.1,1228.4,321,,,,,,,,,,,,,,,121,4,11
395,HL Snypie,6,3412310412,1.58901E+12,1683,3222,3853,3174,1082,2055,3114,3364,1,5,6,0,1,0,439,0,0,0,0,9657,7186,1749,721,0,5151,3527,903,721,10070,5,5176,242,242,29,12,7354,2033,5228,92,5869,5825,0,0,4,0,0,0,23,11,1,14,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8214,701,1478,0,8226,250,324,0,8210,0,0,0,8236,24,0,0,8347,0,0,0,8345,3,0,0,8200,8300,5008,5008,5001,200,Fail,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,0,0,1,"{'championId': 104, 'pickTurn': 6}","{'championId': 98, 'pickTurn': 7}","{'championId': 8, 'pickTurn': 8}","{'championId': 114, 'pickTurn': 9}","{'championId': 11, 'pickTurn': 10}",DUO_SUPPORT,BOTTOM,0,232,144.3,-0.7,-68.65,250.7,88.45,0.2,260.2,239.5,4.44E-16,-56.1,306.8,35.2,,,,,,,,,,,,,,,350,7,14
396,HL Tente,7,3412310412,1.58901E+12,1683,3193,1413,2031,3111,1031,1011,3364,2,5,4,2,1,1,582,0,0,0,0,106543,48338,28059,30145,0,8996,7440,1352,204,11283,1,36012,8844,0,19,36,31397,5818,24128,1450,8013,7800,0,0,21,99,79,0,223,12,0,6,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8439,817,0,0,8446,0,0,0,8429,57,19,17,8453,1142,168,0,8347,0,0,0,8313,0,0,0,8400,8300,5005,5002,5003,200,Fail,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,0,0,1,"{'championId': 104, 'pickTurn': 6}","{'championId': 98, 'pickTurn': 7}","{'championId': 8, 'pickTurn': 8}","{'championId': 114, 'pickTurn': 9}","{'championId': 11, 'pickTurn': 10}",NONE,JUNGLE,0.6,306.5,229.1,0.5,45.3,709.3,50.9,0.8,335.3,293.3,-0.8,-110.1,907.4,-321,,,,,,,,,,,,,,,20,11,4
397,MrBathory69,8,3412310412,1.58901E+12,1683,3153,3124,3006,1055,1042,1042,3363,1,9,4,0,1,0,434,0,0,0,0,112238,26523,68430,17284,0,16659,5844,8790,2024,636,1,8466,5335,5335,12,4,20648,5253,14649,746,8900,8700,1,0,171,4,4,0,87,12,0,5,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8008,1,10,0,9111,188,100,0,9104,22,20,0,8014,149,0,0,8226,250,51,0,8236,14,0,0,8000,8200,5005,5008,5002,200,Fail,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,0,0,1,"{'championId': 104, 'pickTurn': 6}","{'championId': 98, 'pickTurn': 7}","{'championId': 8, 'pickTurn': 8}","{'championId': 114, 'pickTurn': 9}","{'championId': 11, 'pickTurn': 10}",DUO_CARRY,BOTTOM,5.9,263.4,216.7,-0.7,-68.65,458.9,88.45,7.6,382.1,410.8,4.44E-16,-56.1,576.8,35.2,,,,,,,,,,,,,,,96,4,1
398,iiRover,9,3412310412,1.58901E+12,1683,3152,2033,1058,3100,3111,3041,3340,6,3,1,5,1,1,1387,0,0,0,0,150117,120450,19601,10064,0,13420,11008,2168,244,7817,1,13727,14930,3627,24,14,22203,5906,15667,630,11517,10100,3,0,174,24,8,16,323,15,2,8,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8112,790,0,0,8143,439,0,0,8138,14,0,0,8135,4540,3,0,8316,2939,0,0,8352,271,1352,808,8100,8300,5008,5008,5003,200,Fail,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,0,0,1,"{'championId': 104, 'pickTurn': 6}","{'championId': 98, 'pickTurn': 7}","{'championId': 8, 'pickTurn': 8}","{'championId': 114, 'pickTurn': 9}","{'championId': 11, 'pickTurn': 10}",SOLO,MIDDLE,5.9,442.8,330.1,-1.9,8.6,308.6,76.6,8.3,664.5,553.4,-0.6,163.1,865.1,615.8,,,,,,,,,,,,,,,245,4,12
399,ExhaustMyHoles,10,3412310412,1.58901E+12,1683,3285,3108,3027,1056,3047,1058,3364,4,3,4,3,1,1,1249,0,0,0,0,134219,113438,17318,3462,0,19450,16772,1711,967,1749,1,18301,5558,3486,21,6,16147,5008,10816,322,10284,9950,0,0,165,15,4,5,30,14,2,6,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8437,384,299,0,8401,370,0,0,8473,628,0,0,8451,190,0,0,8143,327,0,0,8106,5,0,0,8400,8100,5005,5008,5002,200,Fail,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,0,0,1,"{'championId': 104, 'pickTurn': 6}","{'championId': 98, 'pickTurn': 7}","{'championId': 8, 'pickTurn': 8}","{'championId': 114, 'pickTurn': 9}","{'championId': 11, 'pickTurn': 10}",SOLO,TOP,6.2,433.9,235.2,-0.1,-3.5,104.8,-295.8,6.9,588,443,1.3,175.7,507.5,-414.4,,,,,,,,,,,,,,,131,14,4
400,Clean Uterus,1,3412376201,1.58901E+12,2015,3089,3042,3157,3006,3115,3124,3363,23,9,2,5,2,6,624,5,0,0,0,194459,49956,136013,8490,0,48140,21131,25856,1152,1121,2,13480,10228,2096,21,6,21517,12079,8161,1276,19684,18065,0,0,175,28,28,0,93,17,1,9,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8005,1492,783,708,8009,7579,500,0,9104,16,20,0,8299,1086,0,0,8226,250,406,0,8233,17,40,0,8000,8200,5005,5008,5002,100,Fail,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,6,0,1,2,0,"{'championId': 104, 'pickTurn': 1}","{'championId': 114, 'pickTurn': 2}","{'championId': 157, 'pickTurn': 3}","{'championId': 523, 'pickTurn': 4}","{'championId': 35, 'pickTurn': 5}",DUO_CARRY,BOTTOM,7,362.6,355.5,,,139.1,,5.2,429.3,514.5,,,586.9,,3.5,757.6,789,,,951,,,,,,,,,145,7,4
401,BabylonianPython,2,3412376201,1.58901E+12,2015,3193,3109,3117,3860,2055,3050,3364,0,10,21,0,0,0,451,0,0,0,0,26006,10989,7446,7570,0,9696,4933,3300,1462,1684,5,37841,622,582,68,53,27699,12193,13120,2385,9462,8750,1,0,34,0,0,0,112,15,6,30,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8439,685,0,0,8463,717,0,0,8473,661,0,0,8451,166,0,0,8304,10,3,0,8347,0,0,0,8400,8300,5007,5002,5003,100,Fail,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,6,0,1,2,0,"{'championId': 104, 'pickTurn': 1}","{'championId': 114, 'pickTurn': 2}","{'championId': 157, 'pickTurn': 3}","{'championId': 523, 'pickTurn': 4}","{'championId': 35, 'pickTurn': 5}",DUO_SUPPORT,BOTTOM,1.3,246.2,191.5,,,409.9,,1.2,300.3,285.4,,,669.3,,0.6,595,325.7,,,1179.3,,,,,,,,,89,14,4
402,SeaPickle,3,3412376201,1.58901E+12,2015,3157,3151,3020,3916,1054,0,3340,4,12,12,0,1,0,468,0,0,0,0,111070,92030,10644,8396,0,23285,21364,1275,646,3402,1,22775,3465,344,19,14,35202,13725,19072,2403,10634,9425,0,0,149,12,8,0,133,16,1,9,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8124,621,0,0,8126,813,0,0,8120,2,18,7,8135,3506,5,0,8275,10,0,0,8233,19,10,0,8100,8200,5008,5008,5003,100,Fail,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,6,0,1,2,0,"{'championId': 104, 'pickTurn': 1}","{'championId': 114, 'pickTurn': 2}","{'championId': 157, 'pickTurn': 3}","{'championId': 523, 'pickTurn': 4}","{'championId': 35, 'pickTurn': 5}",SOLO,MIDDLE,6.5,428.5,277,,,495,,5.2,428.5,302.5,,,773.7,,2.6,540.1,371.4,,,1339.3,,,,,,,,,68,3,4
403,PaperCutSuicide,4,3412376201,1.58901E+12,2015,1400,3111,3812,3071,3065,3076,3340,9,10,10,3,2,3,464,1,0,0,0,210493,5893,191974,12626,7,29532,448,27735,1348,26816,1,51732,20919,648,11,32,52958,14872,29052,9033,15093,14350,0,0,91,135,93,14,280,17,2,6,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8010,1440,0,0,9111,1000,380,0,9105,15,20,0,8014,716,0,0,8143,798,0,0,8135,5083,5,0,8000,8100,5008,5008,5002,100,Fail,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,6,0,1,2,0,"{'championId': 104, 'pickTurn': 1}","{'championId': 114, 'pickTurn': 2}","{'championId': 157, 'pickTurn': 3}","{'championId': 523, 'pickTurn': 4}","{'championId': 35, 'pickTurn': 5}",NONE,JUNGLE,1.9,356.7,318.5,1.5,-6.4,766.3,174.5,4.3,619.1,551.1,2.1,171.2,1417.6,671,2.6,693,490.4,1.8,199.1,2087.6,199.8,,,,,,,,141,11,4
404,ExhaustMyHoles,5,3412376201,1.58901E+12,2015,3157,1031,3047,3285,3027,3751,3364,3,14,3,0,1,0,375,0,0,0,0,214998,169630,30067,15301,0,20528,15984,3048,1496,1652,1,36054,13755,11558,4,8,34418,10546,19739,4132,13239,12100,5,0,200,26,13,5,42,16,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8437,929,814,0,8401,560,0,0,8473,1071,0,0,8451,224,0,0,8143,377,0,0,8106,4,0,0,8400,8100,5005,5008,5002,100,Fail,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,6,0,1,2,0,"{'championId': 104, 'pickTurn': 1}","{'championId': 114, 'pickTurn': 2}","{'championId': 157, 'pickTurn': 3}","{'championId': 523, 'pickTurn': 4}","{'championId': 35, 'pickTurn': 5}",SOLO,TOP,3.5,285,245.2,1.7,-20.2,531.5,360.7,6.9,452.3,352.1,4.7,26.7,1064.4,661,8.1,685.4,563.2,5.4,105.5,1150,-102.8,,,,,,,,131,14,4
405,Canatrox,6,3412376201,1.58901E+12,2015,3111,3193,3067,1401,3083,3211,3364,2,8,28,2,1,1,583,0,0,0,0,107574,48125,50287,9160,0,15519,6389,7035,2094,10428,5,45355,24179,1261,27,36,43007,14503,26948,1555,11705,11250,1,0,34,84,40,8,171,16,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8439,882,0,0,8463,1873,0,0,8473,919,0,0,8451,204,0,0,9111,2376,600,0,9104,11,10,0,8400,8000,5005,5002,5001,200,Win,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,8,1,0,3,1,"{'championId': 157, 'pickTurn': 6}","{'championId': 240, 'pickTurn': 7}","{'championId': 64, 'pickTurn': 8}","{'championId': 57, 'pickTurn': 9}","{'championId': 111, 'pickTurn': 10}",NONE,JUNGLE,0.4,363.1,302.8,-1.5,6.4,591.8,-174.5,2.2,447.9,351.1,-2.1,-171.2,746.6,-671,0.8,493.9,313.6,-1.8,-199.1,1887.8,-199.8,,,,,,,,113,11,4
406,A Milky Cow,7,3412376201,1.58901E+12,2015,3853,3285,3041,3020,3165,3151,3364,12,8,15,4,2,3,552,1,0,0,0,134667,113324,7380,13962,0,41792,37117,1206,3468,4783,1,8751,21312,12005,56,25,22906,8737,13854,314,14987,12800,2,0,71,18,12,1,197,16,0,24,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,8128,2897,28,0,8126,984,0,0,8138,30,0,0,8135,3018,5,0,8009,3983,500,0,8014,904,0,0,8100,8000,5008,5008,5002,200,Win,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,8,1,0,3,1,"{'championId': 157, 'pickTurn': 6}","{'championId': 240, 'pickTurn': 7}","{'championId': 64, 'pickTurn': 8}","{'championId': 57, 'pickTurn': 9}","{'championId': 111, 'pickTurn': 10}",SOLO,TOP,1.8,305.2,285.3,-1.7,20.2,170.8,-360.7,2.2,425.6,455.3,-4.7,-26.7,403.4,-661,2.7,579.9,512.4,-5.4,-105.5,1252.8,102.8,,,,,,,,115,4,14
407,ThePsychoBreaK,8,3412376201,1.58901E+12,2015,3111,3078,3065,1011,3053,3742,3340,18,8,3,4,2,6,470,3,0,0,0,238764,2261,205456,31046,0,36203,381,28007,7814,12855,1,43268,13786,8782,25,33,41382,16208,23405,1768,17903,15358,3,1,215,20,17,0,275,18,1,8,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,8010,3369,0,0,9111,2034,420,0,9104,11,30,0,8014,591,0,0,8275,12,0,0,8234,12349,0,0,8000,8200,5008,5008,5003,200,Win,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,8,1,0,3,1,"{'championId': 157, 'pickTurn': 6}","{'championId': 240, 'pickTurn': 7}","{'championId': 64, 'pickTurn': 8}","{'championId': 57, 'pickTurn': 9}","{'championId': 111, 'pickTurn': 10}",DUO,MIDDLE,6.5,350.1,479.5,,,512,,4.6,517.8,419.8,,,1029.6,,5.5,593,575.9,,,1984.1,,,,,,,,,122,6,4
408,VayneyD1ck,9,3412376201,1.58901E+12,2015,3006,3095,3031,3094,3072,3086,3363,16,10,8,4,2,6,282,1,0,0,0,152077,24784,123125,4167,825,34302,5108,26282,2911,3645,2,15731,9172,4986,33,14,30187,16759,12241,1187,16237,16450,2,0,152,21,20,0,149,17,2,12,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8005,3122,1253,1869,9101,5503,3283,0,9103,23,50,0,8014,812,0,0,8275,10,0,0,8236,28,0,0,8000,8200,5005,5008,5002,200,Win,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,8,1,0,3,1,"{'championId': 157, 'pickTurn': 6}","{'championId': 240, 'pickTurn': 7}","{'championId': 64, 'pickTurn': 8}","{'championId': 57, 'pickTurn': 9}","{'championId': 111, 'pickTurn': 10}",SOLO,BOTTOM,4.9,405.1,323.3,,,454.8,,6.2,508.3,525.4,,,848.2,,3.3,646,580.3,,,1237.5,,,,,,,,,18,4,7
409,uJBblythe,10,3412376201,1.58901E+12,2015,1056,3152,3157,3102,3020,1026,3364,7,5,6,2,1,3,632,0,0,0,0,129402,84791,26386,18225,0,16255,11563,3133,1559,3805,1,13047,567,567,25,16,22501,9634,11590,1277,12361,11135,0,0,193,4,4,0,193,17,1,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8112,1428,0,0,8143,637,0,0,8138,30,0,0,8106,5,0,0,9111,1170,260,0,8014,338,0,0,8100,8000,5008,5003,5003,200,Win,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,8,1,0,3,1,"{'championId': 157, 'pickTurn': 6}","{'championId': 240, 'pickTurn': 7}","{'championId': 64, 'pickTurn': 8}","{'championId': 57, 'pickTurn': 9}","{'championId': 111, 'pickTurn': 10}",DUO,MIDDLE,5.8,470.6,251.9,,,368.8,,4.8,445,374.8,,,790.3,,7.1,549.8,325.4,,,573.3,,,,,,,,,105,4,14
410,sesimhae,1,3412391883,1.58901E+12,1884,3006,1055,3031,3094,3072,1038,3363,10,6,5,8,2,1,702,1,0,0,0,189632,3943,181280,4409,1567,25266,961,23306,998,4683,3,12466,35086,9795,20,23,21854,9196,11110,1548,14331,12400,5,2,180,40,8,21,123,16,0,6,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,8008,2,40,0,9111,628,300,0,9103,26,30,0,8014,567,0,0,8139,1373,0,0,8135,1103,5,0,8000,8100,5005,5008,5002,100,Win,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,11,4,2,2,2,"{'championId': 114, 'pickTurn': 1}","{'championId': 8, 'pickTurn': 2}","{'championId': 523, 'pickTurn': 3}","{'championId': 115, 'pickTurn': 4}","{'championId': -1, 'pickTurn': 5}",DUO_CARRY,BOTTOM,6.5,291.9,245.6,0.5,18.5,276.1,61.9,6,388.9,390.9,-1.4,-94.1,809.7,123.25,4.5,737.2,652.2,-1.7,212.05,814.1,-321.3,,,,,,,,222,4,7
411,Thad Is Straight,2,3412391883,1.58901E+12,1884,1401,2031,3065,3111,3742,1011,3340,3,2,8,0,1,0,962,0,0,0,0,157452,114975,26757,15719,0,7758,6345,684,728,35856,5,29740,25467,952,30,22,34093,7872,23096,3124,11202,10300,3,0,15,137,94,9,360,15,2,12,3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,8439,469,0,0,8463,871,0,0,8429,61,17,15,8453,2471,246,0,8304,11,1,5,8347,0,0,0,8400,8300,5007,5002,5001,100,Win,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,11,4,2,2,2,"{'championId': 114, 'pickTurn': 1}","{'championId': 8, 'pickTurn': 2}","{'championId': 523, 'pickTurn': 3}","{'championId': 115, 'pickTurn': 4}","{'championId': -1, 'pickTurn': 5}",NONE,JUNGLE,0,313.7,246,-0.5,-2.2,610.9,-131.2,0.3,363.7,328.7,-1.1,-124.2,1166.6,-101.1,0.9,670.8,420.7,-3.1,175.7,1594.2,183.1,,,,,,,,154,11,4
412,nihilus9,3,3412391883,1.58901E+12,1884,3030,3135,1082,3020,3165,3089,3363,10,5,8,5,2,3,599,1,0,0,0,191790,180428,11211,150,0,26235,25225,910,100,6186,1,9470,5066,4201,12,31,20959,9908,9962,1088,14999,14500,0,1,226,12,8,0,126,17,0,9,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,8112,769,0,0,8139,1820,0,0,8138,30,0,0,8135,2963,5,0,8345,3,0,0,8352,301,1324,894,8100,8300,5007,5008,5003,100,Win,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,11,4,2,2,2,"{'championId': 114, 'pickTurn': 1}","{'championId': 8, 'pickTurn': 2}","{'championId': 523, 'pickTurn': 3}","{'championId': 115, 'pickTurn': 4}","{'championId': -1, 'pickTurn': 5}",SOLO,MIDDLE,7.1,524.5,337.7,0.2,49.7,526.6,113.5,8.1,503.3,513.1,1.6,11.5,502.8,-134.1,6.7,642.7,541.1,1.8,152.4,866,-263.8,,,,,,,,45,4,12
413,ExhaustMyHoles,4,3412391883,1.58901E+12,1884,2421,3115,3047,3089,3027,3108,3364,5,4,5,4,2,1,735,1,0,0,0,213482,173154,29621,10706,0,26576,21603,3542,1430,2609,1,32520,23256,6647,17,11,23441,6809,14939,1692,13226,12675,2,0,189,46,8,23,110,17,1,7,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,8437,1100,871,0,8401,512,0,0,8473,734,0,0,8451,231,0,0,8143,632,0,0,8106,4,0,0,8400,8100,5005,5008,5002,100,Win,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,11,4,2,2,2,"{'championId': 114, 'pickTurn': 1}","{'championId': 8, 'pickTurn': 2}","{'championId': 523, 'pickTurn': 3}","{'championId': 115, 'pickTurn': 4}","{'championId': -1, 'pickTurn': 5}",SOLO,TOP,5.7,393.8,240.9,-0.6,-4.3,391.4,-100,6.5,601.2,464.3,-0.2,184.5,681.8,-442.7,5.9,726.3,525.8,3.4,344.9,1170.9,-143.1,,,,,,,,131,14,4
414,Shådow,5,3412391883,1.58901E+12,1884,3174,3853,3108,2055,3504,3111,3364,2,4,12,0,1,0,890,0,0,0,0,29954,23090,4859,2005,0,9671,8666,567,438,3592,4,7685,7491,2593,45,17,10761,5353,5315,92,8827,7275,1,1,17,2,2,0,114,14,5,21,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,8229,951,0,0,8226,250,171,0,8210,0,0,0,8236,48,0,0,8347,0,0,0,8313,0,0,0,8200,8300,5008,5008,5002,100,Win,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,11,4,2,2,2,"{'championId': 114, 'pickTurn': 1}","{'championId': 8, 'pickTurn': 2}","{'championId': 523, 'pickTurn': 3}","{'championId': 115, 'pickTurn': 4}","{'championId': -1, 'pickTurn': 5}",DUO_SUPPORT,BOTTOM,0.5,258.4,169.3,0.5,18.5,271.2,61.9,0.7,329.1,231,-1.4,-94.1,436.4,123.25,0.4,577.4,398,-1.7,212.05,343.4,-321.3,,,,,,,,43,14,4
415,Allen wisher,6,3412391883,1.58901E+12,1884,3907,3100,3853,3009,1052,1028,3364,3,6,10,2,1,1,552,0,0,0,0,38301,31071,6200,1029,0,13223,10224,1969,1029,6747,7,10398,2622,1155,50,19,19057,10130,8057,870,9300,7935,0,0,30,1,1,0,43,14,0,20,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8229,1491,0,0,8226,250,913,0,8234,14090,0,0,8237,509,0,0,8304,10,3,0,8321,4,0,0,8200,8300,5008,5002,5003,200,Fail,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,2,0,"{'championId': 350, 'pickTurn': 6}","{'championId': 517, 'pickTurn': 7}","{'championId': 89, 'pickTurn': 8}","{'championId': 245, 'pickTurn': 9}","{'championId': 53, 'pickTurn': 10}",DUO_SUPPORT,BOTTOM,0,196.3,154.8,-0.5,-18.5,202.7,-61.9,1.2,406.8,348.4,1.4,94.1,554.8,-123.25,1.3,468.5,233,1.7,-212.05,750.7,321.3,,,,,,,,37,14,4
416,omonah,7,3412391883,1.58901E+12,1884,1055,3158,3153,3042,3078,0,3363,4,4,5,3,2,1,1077,1,0,0,0,173398,10406,131680,31311,0,16798,5955,10125,717,2166,3,8109,10421,3970,7,0,19744,8488,10984,271,11560,10983,1,0,228,0,0,0,0,15,0,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8010,75,0,0,9111,318,180,0,9104,16,0,0,8014,265,0,0,8226,250,832,0,8210,0,0,0,8000,8200,5005,5008,5002,200,Fail,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,2,0,"{'championId': 350, 'pickTurn': 6}","{'championId': 517, 'pickTurn': 7}","{'championId': 89, 'pickTurn': 8}","{'championId': 245, 'pickTurn': 9}","{'championId': 53, 'pickTurn': 10}",DUO_CARRY,BOTTOM,6,317,260.1,-0.5,-18.5,220.8,-61.9,8.3,499.4,474.7,1.4,94.1,444.8,-123.25,7,422,313.7,1.7,-212.05,1049.4,321.3,,,,,,,,81,7,4
417,wcnm QAQ,8,3412391883,1.58901E+12,1884,3105,3071,3111,1054,3133,1053,3340,2,8,1,0,1,0,509,0,0,0,0,81513,0,77801,3711,0,14310,0,14118,191,7029,1,20933,752,752,15,21,30926,19898,9466,1562,8245,7875,0,0,155,0,0,0,191,14,1,9,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8010,251,0,0,9111,17,60,0,9105,0,0,0,8014,134,0,0,8139,790,0,0,8135,657,2,0,8000,8100,5008,5008,5002,200,Fail,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,2,0,"{'championId': 350, 'pickTurn': 6}","{'championId': 517, 'pickTurn': 7}","{'championId': 89, 'pickTurn': 8}","{'championId': 245, 'pickTurn': 9}","{'championId': 53, 'pickTurn': 10}",SOLO,TOP,6.3,398.1,275.9,0.6,4.3,491.4,100,6.7,416.7,254.2,0.2,-184.5,1124.5,442.7,2.5,381.4,227.2,-3.4,-344.9,1314,143.1,,,,,,,,266,4,12
418,Lady smiles,9,3412391883,1.58901E+12,1884,1058,1058,1052,3165,3020,3285,3364,6,6,2,2,2,2,433,1,0,0,0,150372,119868,17784,12720,0,20388,17650,1273,1464,3664,1,9406,2108,0,13,12,24082,14970,8623,489,11297,10810,0,0,190,0,0,0,31,16,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8112,1649,0,0,8143,659,0,0,8138,16,0,0,8135,2209,4,0,8226,250,1096,0,8237,427,0,0,8100,8200,5008,5008,5001,200,Fail,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,2,0,"{'championId': 350, 'pickTurn': 6}","{'championId': 517, 'pickTurn': 7}","{'championId': 89, 'pickTurn': 8}","{'championId': 245, 'pickTurn': 9}","{'championId': 53, 'pickTurn': 10}",SOLO,MIDDLE,6.9,474.8,282,-0.2,-49.7,413.1,-113.5,6.5,491.8,352.9,-1.6,-11.5,636.9,134.1,4.9,490.3,408.2,-1.8,-152.4,1129.8,263.8,,,,,,,,7,14,4
